log_id,user_id,company_id,event_type,ip_address,device,success,timestamp
AUTH-00250,USR-0061,COMP-01,login_success,17.190.155.115,Chrome/Android,True,2026-06-09 11:05:31
AUTH-00251,USR-0061,COMP-01,login_success,98.206.134.153,Edge/Windows,True,2025-07-03 11:38:45
AUTH-00252,USR-0061,COMP-01,login_failed,134.229.105.34,Chrome/Windows,False,2026-02-14 12:46:32
AUTH-00253,USR-0061,COMP-01,login_success,71.77.202.153,Edge/Windows,True,2026-04-09 19:40:30
AUTH-00254,USR-0061,COMP-01,login_failed,18.107.29.224,Edge/Windows,False,2025-04-24 11:31:26
AUTH-00255,USR-0062,COMP-05,mfa_verified,133.163.156.222,Chrome/Android,True,2025-05-19 18:56:19
AUTH-00256,USR-0062,COMP-05,login_success,38.198.188.41,Chrome/Android,True,2025-08-09 14:45:22
AUTH-00257,USR-0062,COMP-05,login_failed,129.235.116.203,Chrome/Android,False,2026-01-16 12:59:00
AUTH-00258,USR-0063,COMP-01,login_success,124.15.243.32,Chrome/Windows,True,2026-04-06 11:41:55
AUTH-00259,USR-0063,COMP-01,login_success,54.59.222.17,Chrome/Android,True,2025-07-14 13:31:46
AUTH-00260,USR-0064,COMP-02,password_reset,125.190.48.4,Chrome/Android,False,2025-03-17 09:42:10
AUTH-00261,USR-0064,COMP-02,login_success,27.127.171.38,Chrome/Android,True,2025-07-22 18:24:48
AUTH-00262,USR-0064,COMP-02,password_reset,118.180.155.27,Safari/iOS,False,2025-04-19 10:36:01
AUTH-00263,USR-0065,COMP-01,login_success,160.164.245.33,Safari/iOS,True,2025-05-01 14:18:35
AUTH-00264,USR-0065,COMP-01,login_success,120.20.212.64,Firefox/macOS,True,2025-06-16 11:03:43
AUTH-00265,USR-0065,COMP-01,login_success,54.66.182.206,Edge/Windows,True,2026-05-22 14:49:04
AUTH-00266,USR-0066,COMP-01,login_success,136.10.174.210,Edge/Windows,True,2025-04-23 19:23:39
AUTH-00267,USR-0066,COMP-01,login_success,173.234.165.251,Chrome/Windows,True,2025-03-16 12:38:31
AUTH-00268,USR-0067,COMP-05,mfa_verified,47.99.122.190,Chrome/Windows,True,2025-09-28 09:49:32
AUTH-00269,USR-0067,COMP-05,login_success,110.216.83.180,Edge/Windows,True,2025-09-30 11:28:52
AUTH-00270,USR-0068,COMP-02,login_success,102.87.249.58,Chrome/Android,True,2025-11-16 11:17:04
AUTH-00271,USR-0068,COMP-02,login_success,21.248.53.194,Chrome/Android,True,2026-01-15 10:59:46
AUTH-00272,USR-0069,COMP-01,login_success,98.93.49.161,Chrome/Android,True,2026-05-16 18:58:25
AUTH-00273,USR-0069,COMP-01,login_success,94.4.209.18,Chrome/Android,True,2026-01-07 09:13:57
AUTH-00274,USR-0069,COMP-01,login_success,37.189.242.132,Safari/iOS,True,2025-08-09 17:07:56
AUTH-00275,USR-0069,COMP-01,login_success,155.47.116.124,Chrome/Android,True,2025-12-21 14:51:02
AUTH-00276,USR-0069,COMP-01,mfa_verified,38.245.211.178,Chrome/Android,True,2026-04-13 18:59:21
AUTH-00277,USR-0069,COMP-01,login_success,194.245.211.2,Chrome/Android,True,2025-07-30 17:53:20
AUTH-00278,USR-0070,COMP-05,login_success,129.170.124.154,Chrome/Windows,True,2025-10-23 11:54:20
AUTH-00279,USR-0070,COMP-05,login_success,144.0.18.140,Chrome/Windows,True,2025-06-04 19:16:53
AUTH-00280,USR-0070,COMP-05,mfa_verified,28.145.114.194,Chrome/Windows,True,2025-04-10 10:04:26
AUTH-00281,USR-0070,COMP-05,mfa_verified,37.106.244.6,Chrome/Windows,True,2025-09-11 11:53:00
AUTH-00282,USR-0070,COMP-05,login_failed,223.191.180.143,Safari/iOS,False,2026-03-04 17:39:15
AUTH-00283,USR-0071,COMP-04,mfa_verified,223.1.36.135,Chrome/Android,True,2025-04-20 13:24:36
AUTH-00284,USR-0071,COMP-04,login_success,112.84.187.164,Safari/iOS,True,2026-01-04 12:00:05
AUTH-00285,USR-0071,COMP-04,login_success,95.213.117.125,Chrome/Android,True,2025-07-20 19:12:42
AUTH-00286,USR-0072,COMP-03,login_success,96.250.126.40,Chrome/Windows,True,2025-10-11 09:50:10
AUTH-00287,USR-0072,COMP-03,login_failed,202.232.37.73,Edge/Windows,False,2026-05-04 18:33:01
AUTH-00288,USR-0072,COMP-03,login_success,69.186.230.59,Chrome/Android,True,2025-11-26 11:37:47
AUTH-00289,USR-0072,COMP-03,login_success,135.130.30.76,Chrome/Windows,True,2025-10-08 19:00:50
AUTH-00290,USR-0073,COMP-03,login_success,164.227.80.160,Firefox/macOS,True,2025-12-04 15:30:46
AUTH-00291,USR-0073,COMP-03,login_success,87.170.113.225,Chrome/Android,True,2025-09-13 11:31:46
AUTH-00292,USR-0073,COMP-03,login_success,61.7.151.167,Chrome/Windows,True,2025-07-17 11:41:41
AUTH-00293,USR-0073,COMP-03,password_reset,118.63.97.41,Safari/iOS,False,2025-11-01 09:58:48
AUTH-00294,USR-0073,COMP-03,login_failed,82.107.5.245,Firefox/macOS,False,2026-04-25 11:42:52
AUTH-00295,USR-0074,COMP-03,login_failed,69.10.218.109,Firefox/macOS,False,2025-12-24 19:03:11
AUTH-00296,USR-0074,COMP-03,login_success,97.230.6.24,Safari/iOS,True,2026-05-27 12:40:03
AUTH-00297,USR-0074,COMP-03,login_success,130.224.221.242,Edge/Windows,True,2025-10-12 13:38:55
AUTH-00298,USR-0074,COMP-03,password_reset,78.107.220.207,Edge/Windows,False,2026-03-01 12:51:05
AUTH-00299,USR-0075,COMP-04,login_success,102.6.160.22,Firefox/macOS,True,2025-05-15 10:07:13
AUTH-00300,USR-0075,COMP-04,login_success,78.180.231.69,Chrome/Android,True,2025-03-20 10:42:34
AUTH-00301,USR-0075,COMP-04,login_success,192.219.169.207,Chrome/Windows,True,2026-02-09 15:33:05
AUTH-00302,USR-0075,COMP-04,login_success,217.152.79.106,Edge/Windows,True,2025-06-03 15:24:01
AUTH-00303,USR-0076,COMP-04,mfa_verified,99.20.229.218,Edge/Windows,True,2025-07-09 11:40:19
AUTH-00304,USR-0076,COMP-04,password_reset,104.78.61.66,Firefox/macOS,False,2026-02-28 10:38:05
AUTH-00305,USR-0076,COMP-04,login_success,105.208.177.70,Chrome/Android,True,2025-02-05 13:23:02
AUTH-00306,USR-0076,COMP-04,login_success,89.43.14.164,Safari/iOS,True,2025-12-02 12:09:07
AUTH-00307,USR-0076,COMP-04,login_success,82.27.9.138,Chrome/Windows,True,2025-03-22 16:46:47
AUTH-00308,USR-0077,COMP-03,login_success,134.154.193.41,Chrome/Android,True,2025-07-10 13:28:10
AUTH-00309,USR-0077,COMP-03,login_failed,145.90.201.177,Firefox/macOS,False,2025-02-19 14:18:35
AUTH-00310,USR-0077,COMP-03,login_success,102.166.208.11,Safari/iOS,True,2025-03-10 16:33:12
AUTH-00311,USR-0077,COMP-03,login_success,47.141.171.109,Edge/Windows,True,2025-01-03 10:46:05
AUTH-00312,USR-0077,COMP-03,login_success,109.136.82.59,Chrome/Windows,True,2025-12-01 17:44:53
AUTH-00313,USR-0078,COMP-03,login_failed,35.124.222.159,Edge/Windows,False,2026-06-24 13:04:57
AUTH-00314,USR-0078,COMP-03,login_success,204.20.154.56,Chrome/Windows,True,2025-07-26 15:12:08
AUTH-00315,USR-0078,COMP-03,login_success,187.206.195.197,Firefox/macOS,True,2026-04-10 15:03:00
AUTH-00316,USR-0078,COMP-03,password_reset,180.70.194.239,Safari/iOS,False,2025-04-16 17:12:19
AUTH-00317,USR-0079,COMP-03,login_success,86.152.209.33,Chrome/Windows,True,2026-04-20 13:39:58
AUTH-00318,USR-0079,COMP-03,login_success,158.200.85.86,Chrome/Android,True,2025-01-17 19:24:45
AUTH-00319,USR-0079,COMP-03,login_success,56.223.233.47,Safari/iOS,True,2026-02-25 15:49:24
AUTH-00320,USR-0079,COMP-03,login_success,96.132.238.32,Chrome/Windows,True,2025-04-28 19:50:10
AUTH-00321,USR-0079,COMP-03,login_success,168.11.199.76,Chrome/Windows,True,2025-12-12 19:16:40
AUTH-00322,USR-0079,COMP-03,login_success,135.58.64.192,Chrome/Windows,True,2025-12-19 15:03:44
AUTH-00323,USR-0080,COMP-04,login_failed,109.88.174.123,Safari/iOS,False,2026-06-12 14:36:04
AUTH-00324,USR-0080,COMP-04,login_success,214.158.62.239,Edge/Windows,True,2025-09-01 18:23:50
AUTH-00325,USR-0080,COMP-04,mfa_verified,218.39.213.137,Edge/Windows,True,2025-03-04 12:42:21
AUTH-00326,USR-0081,COMP-05,login_success,208.251.161.217,Chrome/Android,True,2025-11-01 12:12:10
AUTH-00327,USR-0081,COMP-05,login_failed,84.179.100.206,Safari/iOS,False,2025-12-15 13:57:23
AUTH-00328,USR-0081,COMP-05,login_success,71.23.148.192,Chrome/Android,True,2025-08-06 16:16:24
AUTH-00329,USR-0081,COMP-05,login_success,200.191.55.92,Firefox/macOS,True,2026-01-18 11:15:58
AUTH-00330,USR-0081,COMP-05,login_success,39.16.250.146,Edge/Windows,True,2025-12-29 17:13:29
AUTH-00331,USR-0082,COMP-03,login_success,164.120.98.212,Safari/iOS,True,2026-05-03 19:21:07
AUTH-00332,USR-0082,COMP-03,login_failed,165.15.18.1,Edge/Windows,False,2025-03-21 16:13:43
AUTH-00333,USR-0082,COMP-03,login_success,98.146.147.70,Firefox/macOS,True,2025-09-09 11:34:54
AUTH-00334,USR-0082,COMP-03,login_failed,77.249.19.83,Safari/iOS,False,2025-05-12 14:35:48
AUTH-00335,USR-0082,COMP-03,login_failed,109.101.217.29,Chrome/Android,False,2026-04-24 19:30:25
AUTH-00336,USR-0082,COMP-03,login_success,14.133.96.106,Chrome/Android,True,2025-02-05 13:28:56
AUTH-00337,USR-0083,COMP-03,login_success,72.157.33.101,Safari/iOS,True,2026-01-21 14:14:34
AUTH-00338,USR-0083,COMP-03,login_success,36.122.129.234,Edge/Windows,True,2026-04-18 13:20:30
AUTH-00339,USR-0083,COMP-03,login_success,212.45.254.86,Chrome/Windows,True,2026-02-23 12:29:43
AUTH-00340,USR-0084,COMP-01,login_success,49.205.176.190,Edge/Windows,True,2025-11-15 19:46:05
AUTH-00341,USR-0084,COMP-01,login_success,207.19.15.193,Edge/Windows,True,2026-04-11 10:38:26
AUTH-00342,USR-0084,COMP-01,login_success,206.252.48.163,Chrome/Android,True,2025-06-19 14:52:17
AUTH-00343,USR-0084,COMP-01,login_success,112.152.222.118,Safari/iOS,True,2025-01-26 19:03:14
AUTH-00344,USR-0084,COMP-01,login_success,199.160.2.165,Safari/iOS,True,2025-07-25 14:11:02
AUTH-00345,USR-0084,COMP-01,mfa_verified,70.77.59.158,Safari/iOS,True,2025-05-06 09:27:24
AUTH-00346,USR-0085,COMP-04,login_failed,172.49.131.216,Safari/iOS,False,2025-05-06 10:37:48
AUTH-00347,USR-0085,COMP-04,login_success,209.254.100.173,Chrome/Android,True,2025-02-01 12:52:15
AUTH-00348,USR-0085,COMP-04,login_success,217.43.221.93,Edge/Windows,True,2026-04-27 18:29:15
AUTH-00349,USR-0085,COMP-04,login_success,187.244.118.155,Chrome/Windows,True,2025-04-30 10:35:47
AUTH-00350,USR-0085,COMP-04,mfa_verified,74.189.168.252,Safari/iOS,True,2025-02-24 10:18:29
AUTH-00351,USR-0085,COMP-04,login_success,51.234.143.231,Chrome/Android,True,2025-08-16 13:25:56
AUTH-00352,USR-0086,COMP-03,login_failed,90.58.179.243,Edge/Windows,False,2025-08-21 12:41:15
AUTH-00353,USR-0086,COMP-03,mfa_verified,206.46.144.105,Firefox/macOS,True,2025-10-07 19:53:29
AUTH-00354,USR-0087,COMP-04,login_success,51.140.12.198,Edge/Windows,True,2025-03-21 17:11:31
AUTH-00355,USR-0087,COMP-04,login_failed,75.33.206.27,Safari/iOS,False,2026-04-18 18:56:11
AUTH-00356,USR-0088,COMP-03,mfa_verified,92.242.114.237,Chrome/Windows,True,2025-08-22 19:59:11
AUTH-00357,USR-0088,COMP-03,login_failed,164.103.255.108,Edge/Windows,False,2026-03-30 19:20:47
AUTH-00358,USR-0088,COMP-03,login_success,139.246.112.147,Firefox/macOS,True,2026-01-01 19:40:52
AUTH-00359,USR-0088,COMP-03,login_failed,141.242.38.74,Chrome/Windows,False,2026-04-04 19:20:09
AUTH-00360,USR-0088,COMP-03,login_success,33.39.36.223,Firefox/macOS,True,2026-05-06 10:00:57
AUTH-00361,USR-0088,COMP-03,login_success,176.69.132.105,Firefox/macOS,True,2025-10-17 17:14:55
AUTH-00362,USR-0089,COMP-01,login_success,135.56.59.211,Safari/iOS,True,2026-02-05 11:45:11
AUTH-00363,USR-0089,COMP-01,login_success,75.103.10.159,Chrome/Android,True,2025-11-26 15:15:04
AUTH-00364,USR-0089,COMP-01,mfa_verified,76.64.86.148,Chrome/Android,True,2025-10-06 09:18:33
AUTH-00365,USR-0090,COMP-02,login_success,76.234.60.189,Firefox/macOS,True,2026-02-08 17:04:19
AUTH-00366,USR-0090,COMP-02,mfa_verified,147.245.6.247,Chrome/Windows,True,2026-02-22 11:56:38
AUTH-00367,USR-0090,COMP-02,mfa_verified,138.199.151.107,Firefox/macOS,True,2025-10-29 19:48:17
AUTH-00368,USR-0090,COMP-02,login_success,201.131.255.207,Chrome/Windows,True,2025-09-29 15:23:20
AUTH-00369,USR-0090,COMP-02,login_success,74.223.191.253,Chrome/Windows,True,2025-06-04 19:29:25
AUTH-00370,USR-0090,COMP-02,login_success,163.119.204.225,Firefox/macOS,True,2025-02-06 13:05:54
AUTH-00371,USR-0091,COMP-04,mfa_verified,105.130.39.237,Chrome/Windows,True,2026-04-29 10:11:08
AUTH-00372,USR-0091,COMP-04,login_failed,140.253.232.160,Edge/Windows,False,2025-05-08 19:21:01
AUTH-00373,USR-0092,COMP-04,login_success,21.14.98.162,Edge/Windows,True,2025-03-25 18:33:41
AUTH-00374,USR-0092,COMP-04,login_success,170.255.174.169,Chrome/Windows,True,2025-07-09 09:48:27
AUTH-00375,USR-0092,COMP-04,login_failed,61.15.123.153,Edge/Windows,False,2025-07-22 19:16:24
AUTH-00376,USR-0092,COMP-04,password_reset,63.198.173.46,Firefox/macOS,False,2025-02-14 19:31:49
AUTH-00377,USR-0093,COMP-03,login_failed,213.69.222.129,Chrome/Android,False,2025-11-10 10:05:08
AUTH-00378,USR-0093,COMP-03,password_reset,196.44.142.43,Edge/Windows,False,2026-02-11 12:43:36
AUTH-00379,USR-0093,COMP-03,login_success,160.233.188.151,Chrome/Windows,True,2026-01-06 10:18:18
AUTH-00380,USR-0094,COMP-01,mfa_verified,125.69.73.128,Firefox/macOS,True,2026-06-27 13:44:44
AUTH-00381,USR-0094,COMP-01,login_success,183.32.80.167,Safari/iOS,True,2026-06-16 19:18:36
AUTH-00382,USR-0094,COMP-01,login_success,138.18.224.194,Edge/Windows,True,2026-01-22 14:03:37
AUTH-00383,USR-0094,COMP-01,login_success,31.134.22.121,Safari/iOS,True,2025-01-19 11:05:50
AUTH-00384,USR-0095,COMP-01,login_success,141.231.224.48,Chrome/Android,True,2026-06-10 11:16:41
AUTH-00385,USR-0095,COMP-01,login_success,57.190.170.45,Edge/Windows,True,2025-03-23 12:10:48
AUTH-00386,USR-0095,COMP-01,login_success,20.206.23.26,Chrome/Android,True,2025-11-15 18:03:23
AUTH-00387,USR-0095,COMP-01,login_success,86.246.44.240,Edge/Windows,True,2026-06-20 15:16:52
AUTH-00388,USR-0095,COMP-01,login_failed,91.135.74.79,Chrome/Windows,False,2026-05-16 14:37:54
AUTH-00389,USR-0096,COMP-02,login_success,161.57.139.165,Edge/Windows,True,2025-01-24 14:57:48
AUTH-00390,USR-0096,COMP-02,login_success,16.31.188.241,Chrome/Windows,True,2025-09-20 18:22:41
AUTH-00391,USR-0096,COMP-02,login_failed,195.70.192.222,Chrome/Android,False,2025-07-21 09:51:26
AUTH-00392,USR-0096,COMP-02,login_success,94.16.3.48,Firefox/macOS,True,2025-11-02 14:13:58
AUTH-00393,USR-0097,COMP-01,login_success,94.163.227.227,Safari/iOS,True,2026-01-23 14:44:09
AUTH-00394,USR-0097,COMP-01,login_success,79.229.56.73,Safari/iOS,True,2026-05-04 19:31:08
AUTH-00395,USR-0097,COMP-01,mfa_verified,203.64.92.237,Safari/iOS,True,2026-06-07 15:26:15
AUTH-00396,USR-0097,COMP-01,login_success,114.61.43.75,Chrome/Windows,True,2025-10-13 13:12:54
AUTH-00397,USR-0097,COMP-01,login_failed,148.57.116.242,Chrome/Windows,False,2025-10-16 12:43:30
AUTH-00398,USR-0098,COMP-03,login_failed,60.11.156.237,Chrome/Windows,False,2025-08-15 11:32:19
AUTH-00399,USR-0098,COMP-03,login_failed,120.225.224.173,Chrome/Windows,False,2025-05-22 10:46:11
AUTH-00400,USR-0098,COMP-03,login_failed,159.44.214.148,Chrome/Android,False,2025-06-02 13:20:40
AUTH-00401,USR-0098,COMP-03,login_success,90.133.220.73,Chrome/Windows,True,2026-05-31 12:14:09
AUTH-00402,USR-0098,COMP-03,login_success,15.90.247.114,Chrome/Android,True,2026-04-24 09:34:45
AUTH-00403,USR-0098,COMP-03,login_success,29.218.221.219,Safari/iOS,True,2025-10-07 12:54:33
AUTH-00404,USR-0099,COMP-02,login_success,113.59.236.121,Firefox/macOS,True,2025-01-23 17:18:18
AUTH-00405,USR-0099,COMP-02,login_success,178.13.170.47,Chrome/Windows,True,2025-11-08 18:30:46
AUTH-00406,USR-0099,COMP-02,login_success,68.181.13.122,Chrome/Windows,True,2025-09-23 12:02:28
AUTH-00407,USR-0099,COMP-02,login_success,133.154.145.95,Safari/iOS,True,2025-04-05 14:27:34
AUTH-00408,USR-0100,COMP-01,login_success,108.194.44.186,Safari/iOS,True,2025-01-29 09:44:03
AUTH-00409,USR-0100,COMP-01,login_success,198.184.251.29,Chrome/Windows,True,2025-12-25 14:43:18
AUTH-00410,USR-0100,COMP-01,login_success,215.68.106.31,Chrome/Android,True,2025-08-16 14:10:12
AUTH-00411,USR-0100,COMP-01,login_success,124.62.132.23,Edge/Windows,True,2026-02-28 17:37:58
AUTH-00412,USR-0100,COMP-01,login_success,153.30.206.200,Firefox/macOS,True,2025-04-17 10:00:44
AUTH-00413,USR-0100,COMP-01,login_success,130.200.239.220,Chrome/Windows,True,2025-12-22 12:22:28
AUTH-00414,USR-0101,COMP-05,login_success,137.135.142.243,Edge/Windows,True,2025-01-20 13:14:34
AUTH-00415,USR-0101,COMP-05,login_success,67.54.38.54,Edge/Windows,True,2025-12-05 14:14:53
AUTH-00416,USR-0101,COMP-05,login_success,123.12.37.3,Edge/Windows,True,2025-10-04 15:46:07
AUTH-00417,USR-0101,COMP-05,login_success,197.162.194.243,Firefox/macOS,True,2026-03-28 12:08:57
AUTH-00418,USR-0102,COMP-01,login_success,158.155.123.178,Safari/iOS,True,2025-11-04 19:27:38
AUTH-00419,USR-0102,COMP-01,login_success,21.72.122.84,Edge/Windows,True,2026-04-03 16:30:02
AUTH-00420,USR-0102,COMP-01,login_success,89.120.217.92,Firefox/macOS,True,2026-06-21 18:33:28
AUTH-00421,USR-0102,COMP-01,login_success,61.94.32.197,Edge/Windows,True,2025-07-21 12:00:35
AUTH-00422,USR-0103,COMP-03,mfa_verified,197.196.237.159,Edge/Windows,True,2025-09-09 12:37:11
AUTH-00423,USR-0103,COMP-03,login_success,104.211.25.35,Safari/iOS,True,2025-01-24 15:02:47
AUTH-00424,USR-0103,COMP-03,login_success,46.36.105.174,Chrome/Windows,True,2025-10-03 13:26:48
AUTH-00425,USR-0103,COMP-03,login_failed,213.207.32.5,Firefox/macOS,False,2025-06-07 15:06:42
AUTH-00426,USR-0103,COMP-03,login_success,177.175.173.158,Chrome/Android,True,2026-05-27 11:41:12
AUTH-00427,USR-0103,COMP-03,login_success,156.83.6.136,Firefox/macOS,True,2025-04-04 12:55:12
AUTH-00428,USR-0104,COMP-03,login_success,19.146.235.133,Firefox/macOS,True,2025-11-22 16:41:16
AUTH-00429,USR-0104,COMP-03,login_success,164.235.54.232,Edge/Windows,True,2026-03-03 15:22:02
AUTH-00430,USR-0104,COMP-03,login_success,188.12.132.124,Firefox/macOS,True,2025-04-07 18:49:05
AUTH-00431,USR-0104,COMP-03,login_success,174.89.200.208,Chrome/Windows,True,2025-10-10 18:46:36
AUTH-00432,USR-0104,COMP-03,login_success,220.96.61.206,Firefox/macOS,True,2026-04-29 17:03:35
AUTH-00433,USR-0104,COMP-03,login_success,82.41.145.197,Chrome/Android,True,2025-01-24 11:38:32
AUTH-00434,USR-0105,COMP-01,login_success,49.118.188.41,Chrome/Windows,True,2025-10-02 13:17:23
AUTH-00435,USR-0105,COMP-01,login_success,61.219.219.50,Chrome/Android,True,2025-01-06 14:20:20
AUTH-00436,USR-0105,COMP-01,login_failed,78.72.224.133,Safari/iOS,False,2026-03-14 16:40:35
AUTH-00437,USR-0105,COMP-01,login_failed,221.73.34.22,Firefox/macOS,False,2026-06-02 12:35:55
AUTH-00438,USR-0105,COMP-01,login_success,170.18.126.28,Firefox/macOS,True,2026-04-11 19:35:43
AUTH-00439,USR-0106,COMP-01,mfa_verified,44.243.255.146,Chrome/Windows,True,2026-03-29 09:11:57
AUTH-00440,USR-0106,COMP-01,login_failed,59.88.88.177,Firefox/macOS,False,2026-01-28 17:57:24
AUTH-00441,USR-0106,COMP-01,login_success,38.19.5.117,Firefox/macOS,True,2026-06-05 11:09:35
AUTH-00442,USR-0106,COMP-01,login_success,44.13.222.51,Firefox/macOS,True,2026-02-06 14:05:58
AUTH-00443,USR-0106,COMP-01,login_success,38.246.103.215,Edge/Windows,True,2026-04-13 17:36:49
AUTH-00444,USR-0107,COMP-04,login_success,121.12.206.32,Chrome/Windows,True,2025-11-15 11:41:35
AUTH-00445,USR-0107,COMP-04,login_failed,212.96.214.248,Firefox/macOS,False,2026-01-31 09:35:20
AUTH-00446,USR-0107,COMP-04,login_success,49.34.94.230,Safari/iOS,True,2026-03-19 18:08:27
AUTH-00447,USR-0107,COMP-04,login_success,109.49.181.118,Chrome/Windows,True,2026-06-25 18:55:12
AUTH-00448,USR-0107,COMP-04,login_failed,145.187.30.119,Chrome/Windows,False,2025-03-20 15:53:27
AUTH-00449,USR-0107,COMP-04,login_success,54.147.84.203,Chrome/Android,True,2025-09-12 18:22:50
AUTH-00450,USR-0108,COMP-03,login_success,171.66.30.183,Firefox/macOS,True,2025-11-30 11:36:31
AUTH-00451,USR-0108,COMP-03,login_success,27.157.101.64,Safari/iOS,True,2026-02-01 15:38:07
AUTH-00452,USR-0108,COMP-03,password_reset,199.189.115.221,Firefox/macOS,False,2025-04-26 10:09:43
AUTH-00453,USR-0109,COMP-03,login_success,91.144.69.95,Chrome/Windows,True,2025-08-14 09:02:47
AUTH-00454,USR-0109,COMP-03,mfa_verified,38.128.50.154,Firefox/macOS,True,2025-07-09 11:08:58
AUTH-00455,USR-0110,COMP-01,password_reset,163.25.150.200,Chrome/Android,False,2026-02-12 10:22:59
AUTH-00456,USR-0110,COMP-01,login_failed,222.24.186.148,Firefox/macOS,False,2025-02-03 17:29:56
AUTH-00457,USR-0110,COMP-01,login_success,198.75.12.43,Chrome/Windows,True,2025-01-06 18:21:05
AUTH-00458,USR-0110,COMP-01,login_success,36.95.103.1,Firefox/macOS,True,2025-06-24 19:49:53
AUTH-00459,USR-0110,COMP-01,login_success,83.251.20.235,Edge/Windows,True,2025-09-12 19:47:13
AUTH-00460,USR-0111,COMP-04,login_failed,114.114.117.50,Safari/iOS,False,2025-04-21 11:54:53
AUTH-00461,USR-0111,COMP-04,login_success,23.89.140.174,Safari/iOS,True,2026-03-01 18:45:44
AUTH-00462,USR-0111,COMP-04,login_success,23.178.57.180,Safari/iOS,True,2026-05-25 14:58:41
AUTH-00463,USR-0111,COMP-04,login_success,145.252.175.66,Safari/iOS,True,2026-05-28 09:51:36
AUTH-00464,USR-0111,COMP-04,login_success,88.193.234.178,Chrome/Windows,True,2026-06-22 17:52:58
AUTH-00465,USR-0112,COMP-05,login_success,159.49.90.9,Edge/Windows,True,2025-12-15 10:23:25
AUTH-00466,USR-0112,COMP-05,login_success,212.26.7.170,Firefox/macOS,True,2026-04-22 17:33:50
AUTH-00467,USR-0112,COMP-05,login_success,126.210.27.151,Chrome/Windows,True,2025-05-13 16:05:54
AUTH-00468,USR-0112,COMP-05,login_success,124.11.5.28,Safari/iOS,True,2026-03-31 13:10:47
AUTH-00469,USR-0113,COMP-02,login_success,202.43.247.27,Chrome/Android,True,2025-07-20 10:52:13
AUTH-00470,USR-0113,COMP-02,login_failed,39.123.197.189,Edge/Windows,False,2025-01-11 18:22:08
AUTH-00471,USR-0113,COMP-02,login_success,189.25.45.246,Chrome/Android,True,2025-05-22 09:04:06
AUTH-00472,USR-0113,COMP-02,login_success,109.206.12.189,Chrome/Windows,True,2025-09-19 16:14:35
AUTH-00473,USR-0113,COMP-02,login_success,133.245.145.108,Safari/iOS,True,2025-08-28 19:50:16
AUTH-00474,USR-0113,COMP-02,login_success,188.199.64.7,Safari/iOS,True,2025-12-26 17:18:22
AUTH-00475,USR-0114,COMP-02,login_success,74.49.11.250,Chrome/Windows,True,2025-09-01 17:25:53
AUTH-00476,USR-0114,COMP-02,login_success,217.80.90.251,Chrome/Windows,True,2025-01-19 17:36:29
AUTH-00477,USR-0115,COMP-04,login_success,31.3.99.168,Firefox/macOS,True,2025-04-27 16:57:22
AUTH-00478,USR-0115,COMP-04,login_success,21.65.45.121,Chrome/Windows,True,2026-03-21 16:33:52
AUTH-00479,USR-0115,COMP-04,login_failed,68.188.255.83,Chrome/Windows,False,2025-05-23 19:13:08
AUTH-00480,USR-0115,COMP-04,login_success,57.214.221.5,Firefox/macOS,True,2025-12-05 09:10:24
AUTH-00481,USR-0115,COMP-04,mfa_verified,105.71.64.38,Chrome/Windows,True,2026-06-11 16:25:25
AUTH-00482,USR-0115,COMP-04,login_success,155.240.155.254,Firefox/macOS,True,2026-04-13 15:27:43
AUTH-00483,USR-0116,COMP-05,mfa_verified,185.23.109.214,Chrome/Windows,True,2025-07-21 16:12:09
AUTH-00484,USR-0116,COMP-05,login_success,23.87.51.68,Chrome/Windows,True,2025-03-10 15:51:40
AUTH-00485,USR-0116,COMP-05,login_success,205.248.193.144,Chrome/Windows,True,2026-05-11 09:50:23
AUTH-00486,USR-0117,COMP-03,mfa_verified,81.73.116.27,Safari/iOS,True,2026-05-31 17:58:47
AUTH-00487,USR-0117,COMP-03,password_reset,21.194.233.141,Chrome/Android,False,2025-02-20 10:12:52
AUTH-00488,USR-0117,COMP-03,login_success,29.157.199.218,Firefox/macOS,True,2025-01-03 16:04:40
AUTH-00489,USR-0117,COMP-03,login_failed,141.74.53.113,Firefox/macOS,False,2025-02-06 09:23:41
AUTH-00490,USR-0118,COMP-05,login_failed,70.151.231.133,Edge/Windows,False,2025-05-20 13:01:03
AUTH-00491,USR-0118,COMP-05,login_success,162.31.107.42,Chrome/Android,True,2026-01-11 14:15:15
AUTH-00492,USR-0118,COMP-05,mfa_verified,174.74.117.216,Safari/iOS,True,2025-07-21 17:00:41
AUTH-00493,USR-0118,COMP-05,login_success,177.139.16.107,Safari/iOS,True,2026-01-11 14:19:21
AUTH-00494,USR-0118,COMP-05,login_failed,152.34.215.86,Chrome/Windows,False,2026-02-27 18:07:09
AUTH-00495,USR-0119,COMP-04,login_success,145.86.91.135,Chrome/Windows,True,2025-08-17 13:04:51
AUTH-00496,USR-0119,COMP-04,login_success,138.81.61.62,Safari/iOS,True,2026-06-21 12:53:20
AUTH-00497,USR-0119,COMP-04,mfa_verified,79.186.240.184,Safari/iOS,True,2025-10-02 09:33:00
AUTH-00498,USR-0119,COMP-04,login_success,93.175.132.157,Chrome/Android,True,2025-02-28 18:24:37
