invoice_id,company_id,vendor_id,department,gl_account,amount,currency,tax_amount,date,due_date,payment_terms,status,po_number,contract_id,submitted_by,submitted_at,source_channel,ocr_confidence,is_recurring,notes
INV-00134,COMP-01,VEN-0019,IT,6500,22376.17,INR,4027.71,2025-11-01,2025-11-16,Net 15,Paid,PO-570706,,USR-0004,2025-11-01 14:46:07,email_upload,0.83,True,
INV-00135,COMP-04,VEN-0106,Legal,6300,23327.87,INR,4199.02,2025-04-30,2025-05-30,Net 15,Paid,PO-839584,,USR-0080,2025-04-30 14:07:22,whatsapp_bot,0.94,False,
INV-00136,COMP-03,VEN-0057,Finance,6700,7303.52,INR,1314.63,2025-11-29,2025-12-14,Net 45,Paid,PO-861947,,USR-0103,2025-11-29 11:46:46,email_upload,0.98,False,
INV-00137,COMP-05,VEN-0058,Sales,6900,7682.95,INR,1382.93,2026-03-26,2026-04-25,Net 30,Disputed,PO-324077,,USR-0081,2026-03-26 11:37:12,portal_upload,0.94,True,
INV-00138,COMP-01,VEN-0023,R&D,6200,1033.89,INR,186.1,2025-07-31,2025-09-29,Net 45,Cancelled,PO-832555,CTR-8096,USR-0097,2025-07-31 11:08:56,whatsapp_bot,0.96,False,
INV-00139,COMP-04,VEN-0106,Operations,6300,28400.92,INR,5112.17,2025-12-01,2025-12-31,Net 45,Cancelled,PO-830763,,USR-0008,2025-12-01 13:50:22,email_upload,0.95,False,
INV-00140,COMP-01,VEN-0025,HR,6100,7587.53,INR,1365.76,2025-12-16,2026-02-14,Net 45,Paid,PO-516945,CTR-5464,USR-0105,2025-12-16 13:16:54,portal_upload,0.92,False,
INV-00141,COMP-03,VEN-0011,Customer Success,6100,6037.06,INR,1086.67,2025-07-11,2025-09-09,Net 15,Paid,PO-760022,CTR-9418,USR-0032,2025-07-11 13:15:40,portal_upload,0.98,False,
INV-00142,COMP-02,VEN-0101,Sales,6110,2367.95,INR,426.23,2025-10-29,2025-11-13,Net 60,Pending,PO-262836,CTR-5964,USR-0034,2025-10-29 11:50:57,whatsapp_bot,0.9,True,
INV-00143,COMP-01,VEN-0073,Operations,6900,15432.56,INR,2777.86,2025-06-05,2025-07-20,Net 15,Paid,,CTR-5480,USR-0051,2025-06-05 15:01:34,scanned_document,0.83,False,
INV-00144,COMP-02,VEN-0044,Sales,6200,2775.69,INR,499.62,2026-04-13,2026-06-12,Net 45,Pending,PO-638177,,USR-0096,2026-04-13 09:21:19,email_upload,0.82,False,
INV-00145,COMP-05,VEN-0006,Engineering,6400,16256.8,INR,2926.22,2026-06-26,2026-08-10,Net 30,Pending,PO-664621,CTR-1174,USR-0070,2026-06-26 17:11:26,email_upload,0.82,False,
INV-00146,COMP-02,VEN-0021,R&D,6800,4304.34,INR,774.78,2026-02-12,2026-04-13,Net 60,Overdue,PO-431315,,USR-0019,2026-02-12 09:53:50,scanned_document,0.86,False,
INV-00147,COMP-04,VEN-0062,IT,7100,40425.76,INR,7276.64,2025-01-29,2025-03-30,Net 45,Paid,,,USR-0085,2025-01-29 10:30:04,scanned_document,0.88,True,
INV-00148,COMP-05,VEN-0086,HR,6900,23988.78,INR,4317.98,2025-08-15,2025-09-14,Net 60,Paid,PO-115932,,USR-0037,2025-08-15 09:25:17,scanned_document,0.9,False,
INV-00149,COMP-01,VEN-0110,Legal,6400,17395.85,INR,3131.25,2025-08-25,2025-10-09,Net 45,Paid,PO-710253,,USR-0056,2025-08-25 18:38:07,email_upload,0.87,False,
INV-00150,COMP-03,VEN-0029,R&D,6300,6986.53,EUR,0.0,2026-01-18,2026-02-17,Net 45,Cancelled,PO-126788,,USR-0074,2026-01-18 17:16:21,portal_upload,0.81,False,
INV-00151,COMP-03,VEN-0010,R&D,6600,5632.98,INR,1013.94,2025-12-23,2026-01-07,Net 60,Paid,PO-581104,,USR-0077,2025-12-23 10:47:50,whatsapp_bot,0.89,True,
INV-00152,COMP-02,VEN-0044,Sales,6200,1254.44,INR,225.8,2025-10-31,2025-12-30,Net 45,Paid,PO-238263,CTR-8069,USR-0015,2025-10-31 19:05:52,whatsapp_bot,0.82,False,
INV-00153,COMP-01,VEN-0030,HR,6900,2920.67,INR,525.72,2025-04-26,2025-06-10,Net 60,Paid,PO-593865,,USR-0029,2025-04-26 16:59:10,scanned_document,0.93,False,
INV-00154,COMP-05,VEN-0064,Sales,6400,18615.15,INR,3350.73,2025-10-22,2025-11-06,Net 60,Disputed,PO-725037,,USR-0062,2025-10-22 17:10:21,whatsapp_bot,0.92,False,
INV-00155,COMP-02,VEN-0040,Marketing,6500,39166.05,INR,7049.89,2026-04-19,2026-06-18,Net 45,Paid,PO-297050,,USR-0059,2026-04-19 10:37:02,whatsapp_bot,0.81,False,
INV-00156,COMP-05,VEN-0005,Operations,6400,570.7,INR,102.73,2025-04-22,2025-05-07,Net 30,Overdue,PO-559695,,USR-0118,2025-04-22 15:33:53,email_upload,0.87,False,
INV-00157,COMP-05,VEN-0099,R&D,6300,24476.32,INR,4405.74,2025-10-22,2025-12-06,Net 15,Disputed,PO-563264,CTR-7380,USR-0081,2025-10-22 09:04:49,scanned_document,0.95,True,
INV-00158,COMP-03,VEN-0051,HR,6500,11388.49,INR,2049.93,2025-11-29,2025-12-14,Net 30,Pending,PO-940487,CTR-6595,USR-0072,2025-11-29 17:26:44,email_upload,0.91,True,
INV-00159,COMP-01,VEN-0053,HR,6300,37731.97,INR,6791.75,2025-08-26,2025-10-10,Net 60,Paid,PO-527951,CTR-2434,USR-0053,2025-08-26 14:47:24,email_upload,0.98,False,
INV-00160,COMP-05,VEN-0093,Sales,7100,83454.51,INR,15021.81,2026-06-26,2026-07-26,Net 45,Pending,PO-255777,,USR-0020,2026-06-26 15:25:15,scanned_document,0.92,False,
INV-00161,COMP-03,VEN-0010,Marketing,6600,7942.06,INR,1429.57,2025-05-15,2025-05-30,Net 60,Paid,PO-500744,CTR-6353,USR-0082,2025-05-15 11:00:34,portal_upload,0.96,False,
INV-00162,COMP-04,VEN-0061,Legal,6700,20050.87,INR,3609.16,2026-05-11,2026-06-10,Net 15,Paid,PO-105459,,USR-0111,2026-05-11 17:29:35,whatsapp_bot,0.86,False,
INV-00163,COMP-03,VEN-0057,Finance,6700,4366.57,INR,785.98,2026-01-26,2026-03-12,Net 30,Disputed,,,USR-0050,2026-01-26 13:25:36,scanned_document,0.88,True,
INV-00164,COMP-02,VEN-0027,HR,6300,10873.5,USD,0.0,2026-02-05,2026-02-20,Net 15,Pending,,,USR-0113,2026-02-05 14:41:42,email_upload,0.84,False,
INV-00165,COMP-01,VEN-0073,IT,6900,14229.19,INR,2561.25,2025-06-16,2025-07-01,Net 60,Cancelled,PO-560873,,USR-0102,2025-06-16 12:13:10,scanned_document,0.97,False,
INV-00166,COMP-04,VEN-0065,Engineering,6900,16511.4,INR,2972.05,2025-06-17,2025-08-01,Net 60,Paid,,,USR-0039,2025-06-17 16:30:04,portal_upload,0.83,False,
INV-00167,COMP-05,VEN-0078,Engineering,6500,19168.61,INR,3450.35,2025-07-31,2025-09-14,Net 45,Paid,PO-560556,,USR-0118,2025-07-31 14:24:08,email_upload,0.91,False,
INV-00168,COMP-05,VEN-0054,Legal,6900,7449.01,INR,1340.82,2026-06-01,2026-07-16,Net 60,Paid,PO-384092,,USR-0081,2026-06-01 17:57:14,email_upload,0.83,False,
INV-00169,COMP-02,VEN-0048,Operations,6600,6845.15,INR,1232.13,2026-05-24,2026-06-23,Net 60,Paid,PO-621506,CTR-4841,USR-0015,2026-05-24 11:44:55,scanned_document,0.96,True,
INV-00170,COMP-04,VEN-0018,Legal,6500,5903.07,INR,1062.55,2025-08-03,2025-09-17,Net 30,Paid,PO-172278,,USR-0013,2025-08-03 09:59:20,whatsapp_bot,0.84,True,
INV-00171,COMP-04,VEN-0059,Finance,6600,4237.18,INR,762.69,2025-07-05,2025-08-04,Net 30,Paid,PO-199606,CTR-2413,USR-0013,2025-07-05 15:00:49,whatsapp_bot,0.81,True,
INV-00172,COMP-01,VEN-0013,Engineering,6100,12388.76,INR,2229.98,2025-05-09,2025-05-24,Net 45,Pending,,,USR-0005,2025-05-09 16:53:20,scanned_document,0.86,True,
INV-00173,COMP-02,VEN-0016,Legal,6500,76599.52,INR,13787.91,2025-09-07,2025-11-06,Net 45,Paid,,,USR-0026,2025-09-07 12:44:08,email_upload,0.83,False,
INV-00174,COMP-03,VEN-0072,Customer Success,6600,6664.12,INR,1199.54,2025-07-05,2025-08-04,Net 60,Pending,,,USR-0078,2025-07-05 17:33:02,email_upload,0.84,False,
INV-00175,COMP-01,VEN-0060,Customer Success,6110,6023.25,INR,1084.18,2026-03-10,2026-04-09,Net 60,Paid,,,USR-0095,2026-03-10 14:37:30,portal_upload,0.83,False,
INV-00176,COMP-03,VEN-0033,Sales,6900,12996.23,INR,2339.32,2026-06-30,2026-07-30,Net 15,Paid,PO-243166,,USR-0023,2026-06-30 16:15:22,portal_upload,0.96,False,
INV-00177,COMP-02,VEN-0101,Marketing,6110,10370.38,INR,1866.67,2025-04-16,2025-05-01,Net 45,Paid,PO-777841,CTR-1877,USR-0096,2025-04-16 13:54:02,scanned_document,0.91,False,
INV-00178,COMP-01,VEN-0012,IT,6200,140.4,INR,25.27,2026-01-26,2026-02-10,Net 30,Pending,PO-645750,CTR-2434,USR-0100,2026-01-26 17:02:02,email_upload,0.96,False,
INV-00179,COMP-04,VEN-0009,R&D,6300,42617.94,INR,7671.23,2026-03-28,2026-04-12,Net 60,Pending,PO-256511,,USR-0013,2026-03-28 14:11:48,whatsapp_bot,0.97,False,
INV-00180,COMP-04,VEN-0059,Customer Success,6600,2349.41,INR,422.89,2026-03-07,2026-04-21,Net 45,Overdue,PO-481049,CTR-2555,USR-0009,2026-03-07 12:10:10,portal_upload,0.93,True,
INV-00181,COMP-03,VEN-0017,Operations,6400,6066.54,INR,1091.98,2025-04-28,2025-06-27,Net 30,Pending,,CTR-2865,USR-0048,2025-04-28 15:35:41,email_upload,0.87,True,
INV-00182,COMP-03,VEN-0033,Engineering,6900,10561.79,INR,1901.12,2026-01-06,2026-01-21,Net 60,Overdue,PO-671786,,USR-0047,2026-01-06 18:43:17,email_upload,0.9,False,
INV-00183,COMP-01,VEN-0036,Customer Success,6700,15919.19,INR,2865.45,2025-04-17,2025-05-02,Net 15,Paid,PO-586173,,USR-0005,2025-04-17 10:34:32,portal_upload,0.94,False,
INV-00184,COMP-02,VEN-0068,Finance,6100,13480.5,INR,2426.49,2025-12-01,2025-12-31,Net 30,Paid,PO-177904,CTR-9418,USR-0015,2025-12-01 17:41:46,portal_upload,0.89,True,
INV-00185,COMP-01,VEN-0071,Legal,6200,2481.93,EUR,0.0,2025-07-02,2025-08-16,Net 30,Paid,PO-404798,,USR-0105,2025-07-02 16:54:47,email_upload,0.89,False,
INV-00186,COMP-01,VEN-0019,HR,6500,13412.14,INR,2414.19,2026-06-03,2026-06-18,Net 15,Overdue,PO-244192,,USR-0084,2026-06-03 15:02:03,whatsapp_bot,0.96,False,
INV-00187,COMP-01,VEN-0025,Finance,6110,1072.73,INR,193.09,2026-01-09,2026-02-08,Net 45,Disputed,PO-662615,CTR-6800,USR-0102,2026-01-09 13:58:27,scanned_document,0.9,True,
INV-00188,COMP-02,VEN-0107,Sales,6900,11848.16,INR,2132.67,2025-09-15,2025-09-30,Net 15,Overdue,PO-902693,,USR-0090,2025-09-15 19:31:27,email_upload,0.92,False,
INV-00189,COMP-02,VEN-0048,Operations,6600,3101.86,INR,558.33,2026-06-10,2026-07-25,Net 30,Paid,PO-349334,CTR-7140,USR-0064,2026-06-10 11:04:43,scanned_document,0.98,False,
INV-00190,COMP-01,VEN-0036,HR,6700,4534.7,USD,0.0,2026-03-15,2026-04-29,Net 60,Overdue,PO-319160,CTR-6005,USR-0069,2026-03-15 19:17:02,portal_upload,0.96,True,
INV-00191,COMP-02,VEN-0066,Marketing,6400,19616.45,INR,3530.96,2026-05-24,2026-07-08,Net 15,Paid,PO-139149,CTR-4064,USR-0113,2026-05-24 16:20:25,email_upload,0.88,False,
INV-00192,COMP-02,VEN-0107,Sales,6900,5954.82,INR,1071.87,2025-04-26,2025-06-25,Net 15,Pending,PO-999608,,USR-0028,2025-04-26 09:26:50,scanned_document,0.99,True,
INV-00193,COMP-03,VEN-0051,Finance,6500,71732.6,INR,12911.87,2025-09-02,2025-10-17,Net 30,Pending,PO-961869,CTR-1219,USR-0078,2025-09-02 09:07:09,scanned_document,0.8,False,
INV-00194,COMP-04,VEN-0076,HR,6800,552.62,INR,99.47,2026-01-19,2026-03-20,Net 15,Overdue,PO-632215,,USR-0013,2026-01-19 09:35:23,whatsapp_bot,0.82,False,
INV-00195,COMP-01,VEN-0104,HR,6110,7459.26,EUR,0.0,2026-04-26,2026-05-26,Net 60,Paid,PO-535092,,USR-0049,2026-04-26 18:32:46,scanned_document,0.86,False,
INV-00196,COMP-05,VEN-0022,HR,7000,46650.37,INR,8397.07,2025-04-05,2025-05-05,Net 30,Paid,,,USR-0027,2025-04-05 10:33:09,whatsapp_bot,0.85,False,
INV-00197,COMP-04,VEN-0083,Customer Success,6600,892.02,EUR,0.0,2026-04-02,2026-05-17,Net 60,Pending,PO-654034,,USR-0009,2026-04-02 18:11:58,whatsapp_bot,0.83,True,
INV-00198,COMP-04,VEN-0009,Customer Success,6300,40737.81,INR,7332.81,2025-09-28,2025-11-27,Net 30,Paid,PO-939215,CTR-1572,USR-0092,2025-09-28 19:09:10,portal_upload,0.83,False,
INV-00199,COMP-02,VEN-0097,Operations,6500,5667.01,INR,1020.06,2025-05-07,2025-06-06,Net 30,Paid,PO-565154,CTR-6258,USR-0026,2025-05-07 10:32:30,email_upload,0.94,False,
INV-00200,COMP-05,VEN-0043,Customer Success,6500,3889.83,INR,700.17,2025-03-11,2025-04-25,Net 30,Pending,PO-632356,CTR-1261,USR-0116,2025-03-11 14:05:23,scanned_document,0.87,False,
INV-00201,COMP-05,VEN-0001,Legal,6600,4212.53,INR,758.26,2025-03-16,2025-04-15,Net 45,Paid,PO-269343,,USR-0002,2025-03-16 18:44:16,portal_upload,0.84,False,
INV-00202,COMP-04,VEN-0061,Operations,6700,15736.34,EUR,0.0,2026-04-02,2026-04-17,Net 30,Paid,PO-845949,,USR-0036,2026-04-02 16:56:08,email_upload,0.82,False,
INV-00203,COMP-02,VEN-0109,Sales,6600,6799.52,INR,1223.91,2025-10-10,2025-10-25,Net 45,Pending,PO-565223,,USR-0026,2025-10-10 18:11:42,portal_upload,0.86,False,
INV-00204,COMP-02,VEN-0066,IT,6400,7623.23,INR,1372.18,2026-04-07,2026-05-22,Net 15,Pending,PO-533460,,USR-0038,2026-04-07 10:05:00,whatsapp_bot,0.82,False,
INV-00205,COMP-03,VEN-0089,Finance,6600,1977.72,INR,355.99,2025-11-29,2026-01-28,Net 45,Pending,PO-183958,,USR-0077,2025-11-29 11:05:15,scanned_document,0.8,True,
INV-00206,COMP-04,VEN-0085,IT,6400,17107.93,INR,3079.43,2025-05-03,2025-06-02,Net 60,Pending,PO-402336,,USR-0012,2025-05-03 18:32:54,portal_upload,0.91,False,
INV-00207,COMP-02,VEN-0091,Finance,6400,623.76,INR,112.28,2025-11-24,2026-01-08,Net 15,Paid,PO-116034,CTR-2690,USR-0096,2025-11-24 10:54:15,whatsapp_bot,0.91,False,
INV-00208,COMP-04,VEN-0108,HR,6200,1970.24,INR,354.64,2025-11-04,2025-11-19,Net 45,Overdue,PO-482209,,USR-0080,2025-11-04 10:30:02,email_upload,0.84,False,
INV-00209,COMP-02,VEN-0008,Finance,6200,2663.99,INR,479.52,2026-06-12,2026-07-12,Net 30,Pending,PO-377819,,USR-0060,2026-06-12 16:47:48,whatsapp_bot,0.85,False,
INV-00210,COMP-05,VEN-0001,R&D,6600,266.13,INR,47.9,2025-02-14,2025-04-15,Net 30,Paid,PO-325552,,USR-0057,2025-02-14 13:26:20,whatsapp_bot,0.89,True,
INV-00211,COMP-03,VEN-0057,Finance,6700,11504.07,INR,2070.73,2026-03-01,2026-04-30,Net 60,Disputed,PO-107242,CTR-6213,USR-0120,2026-03-01 14:11:57,whatsapp_bot,0.81,False,
INV-00212,COMP-04,VEN-0004,HR,6800,3795.05,INR,683.11,2025-10-28,2025-12-12,Net 15,Paid,PO-785017,,USR-0080,2025-10-28 15:09:00,email_upload,0.8,True,
INV-00213,COMP-03,VEN-0010,Engineering,6600,6824.47,INR,1228.4,2025-03-25,2025-04-24,Net 45,Paid,PO-191833,CTR-1027,USR-0024,2025-03-25 11:02:58,whatsapp_bot,0.85,False,
INV-00214,COMP-03,VEN-0049,Operations,6700,20977.98,INR,3776.04,2025-04-28,2025-05-28,Net 45,Paid,PO-266386,,USR-0016,2025-04-28 09:37:29,email_upload,0.95,False,
INV-00215,COMP-05,VEN-0067,Sales,6300,33248.6,INR,5984.75,2026-06-13,2026-08-12,Net 60,Overdue,PO-533985,CTR-9417,USR-0037,2026-06-13 16:02:12,email_upload,0.84,False,
INV-00216,COMP-05,VEN-0022,Customer Success,6300,25888.33,INR,4659.9,2025-04-05,2025-05-20,Net 30,Overdue,PO-418905,,USR-0017,2025-04-05 09:36:11,whatsapp_bot,0.93,False,
INV-00217,COMP-04,VEN-0100,Engineering,6300,2635.87,INR,474.46,2025-11-21,2025-12-06,Net 30,Paid,PO-634417,,USR-0014,2025-11-21 19:05:55,portal_upload,0.91,False,
INV-00218,COMP-01,VEN-0095,Engineering,6110,1646.19,INR,296.31,2025-03-04,2025-03-19,Net 15,Paid,PO-439494,CTR-8841,USR-0046,2025-03-04 11:07:19,email_upload,0.9,True,
INV-00219,COMP-05,VEN-0031,R&D,6500,42210.79,INR,7597.94,2025-09-16,2025-10-01,Net 60,Pending,PO-679215,,USR-0017,2025-09-16 13:45:27,email_upload,0.87,False,
INV-00220,COMP-02,VEN-0003,Customer Success,6700,6583.64,INR,1185.06,2025-06-29,2025-08-13,Net 15,Paid,PO-196155,CTR-6359,USR-0068,2025-06-29 10:01:56,email_upload,0.82,False,
INV-00221,COMP-02,VEN-0028,Operations,7100,22716.39,INR,4088.95,2025-12-08,2026-02-06,Net 60,Disputed,PO-697729,CTR-6107,USR-0090,2025-12-08 16:39:07,scanned_document,0.85,True,
INV-00222,COMP-05,VEN-0054,R&D,6900,4118.93,INR,741.41,2026-06-24,2026-08-08,Net 15,Paid,PO-476172,,USR-0067,2026-06-24 17:09:33,scanned_document,0.84,False,
INV-00223,COMP-01,VEN-0092,Sales,6500,68573.17,INR,12343.17,2026-01-06,2026-01-21,Net 15,Overdue,PO-767861,,USR-0065,2026-01-06 13:14:37,email_upload,0.86,False,
INV-00224,COMP-04,VEN-0108,Marketing,6200,1284.78,INR,231.26,2025-01-14,2025-03-15,Net 60,Paid,PO-683174,CTR-8818,USR-0018,2025-01-14 19:38:59,portal_upload,0.89,True,
INV-00225,COMP-02,VEN-0003,HR,6700,3549.46,INR,638.9,2025-12-01,2025-12-16,Net 30,Paid,PO-945159,,USR-0028,2025-12-01 18:56:49,scanned_document,0.95,False,
INV-00226,COMP-02,VEN-0020,Legal,6800,1112.71,EUR,0.0,2025-09-18,2025-10-18,Net 30,Paid,PO-307779,,USR-0028,2025-09-18 16:38:33,email_upload,0.9,False,
INV-00227,COMP-02,VEN-0075,Customer Success,6700,15313.81,INR,2756.49,2025-12-13,2026-01-27,Net 30,Paid,PO-163371,CTR-5749,USR-0114,2025-12-13 14:04:34,whatsapp_bot,0.93,False,
INV-00228,COMP-02,VEN-0091,IT,6400,4828.39,INR,869.11,2025-12-11,2025-12-26,Net 30,Disputed,PO-311142,,USR-0026,2025-12-11 13:49:45,whatsapp_bot,0.8,False,
INV-00229,COMP-02,VEN-0068,R&D,6110,4767.86,INR,858.21,2025-03-03,2025-03-18,Net 15,Paid,PO-119210,,USR-0096,2025-03-03 16:01:09,whatsapp_bot,0.85,True,
INV-00230,COMP-04,VEN-0106,Marketing,7000,17339.54,INR,3121.12,2026-03-02,2026-05-01,Net 45,Paid,,,USR-0071,2026-03-02 12:50:40,portal_upload,0.9,False,
INV-00231,COMP-02,VEN-0068,Legal,6110,6033.51,INR,1086.03,2025-10-04,2025-11-18,Net 15,Paid,PO-341620,CTR-4364,USR-0043,2025-10-04 18:41:30,scanned_document,0.9,False,
INV-00232,COMP-02,VEN-0068,Legal,6100,6056.21,INR,1090.12,2025-10-07,2025-11-06,Net 60,Overdue,PO-841130,,USR-0015,2025-10-07 18:42:05,scanned_document,0.89,False,
INV-00233,COMP-05,VEN-0058,Customer Success,6900,11638.91,INR,2095.0,2026-05-25,2026-07-09,Net 45,Paid,PO-157102,,USR-0006,2026-05-25 16:44:13,portal_upload,0.86,False,
INV-00234,COMP-05,VEN-0058,Customer Success,6900,11562.32,INR,2081.22,2026-05-27,2026-07-11,Net 60,Pending,PO-120019,,USR-0033,2026-05-27 17:56:04,whatsapp_bot,0.82,False,
INV-00235,COMP-04,VEN-0061,Customer Success,6700,5394.18,EUR,0.0,2025-01-22,2025-03-08,Net 15,Paid,PO-143700,CTR-2535,USR-0071,2025-01-22 11:09:57,portal_upload,0.94,True,
INV-00236,COMP-04,VEN-0061,Customer Success,6700,5447.74,INR,980.59,2025-01-24,2025-03-25,Net 30,Pending,PO-199645,CTR-9632,USR-0014,2025-01-24 11:53:30,portal_upload,0.88,False,
INV-00237,COMP-02,VEN-0091,Finance,6400,15879.21,INR,2858.26,2025-01-09,2025-02-23,Net 60,Pending,PO-822019,CTR-4447,USR-0090,2025-01-09 10:09:53,scanned_document,0.89,False,
INV-00238,COMP-02,VEN-0091,Finance,6400,16015.27,INR,2882.75,2025-01-10,2025-02-09,Net 60,Cancelled,PO-541624,,USR-0038,2025-01-10 15:46:02,whatsapp_bot,0.92,True,
INV-00239,COMP-03,VEN-0049,Customer Success,6700,18324.09,INR,3298.34,2025-12-01,2026-01-15,Net 15,Pending,PO-617566,,USR-0001,2025-12-01 12:23:53,email_upload,0.91,False,
INV-00240,COMP-03,VEN-0049,Customer Success,6700,18304.61,INR,3294.83,2025-12-02,2026-01-16,Net 60,Overdue,PO-531987,,USR-0079,2025-12-02 13:23:58,whatsapp_bot,0.84,False,
INV-00241,COMP-02,VEN-0097,Finance,6500,71872.89,INR,12937.12,2025-10-15,2025-11-14,Net 15,Paid,PO-876007,,USR-0060,2025-10-15 09:20:46,whatsapp_bot,0.99,False,
INV-00242,COMP-02,VEN-0097,Finance,7100,72139.5,INR,12985.11,2025-10-18,2025-12-17,Net 30,Paid,PO-348394,,USR-0034,2025-10-18 15:39:36,email_upload,0.97,False,
INV-00243,COMP-05,VEN-0039,Operations,6500,26726.55,INR,4810.78,2025-06-26,2025-08-25,Net 30,Paid,PO-925416,,USR-0081,2025-06-26 14:04:40,email_upload,0.93,True,
INV-00244,COMP-05,VEN-0039,Operations,6500,26840.44,INR,4831.28,2025-06-27,2025-08-11,Net 45,Disputed,PO-768403,CTR-8096,USR-0037,2025-06-27 09:58:59,scanned_document,0.89,False,
INV-00245,COMP-04,VEN-0083,HR,6600,2067.55,INR,372.16,2025-08-15,2025-10-14,Net 60,Paid,PO-987412,CTR-7460,USR-0021,2025-08-15 13:59:21,scanned_document,0.97,False,
INV-00246,COMP-04,VEN-0083,HR,6600,2054.68,INR,369.84,2025-08-18,2025-10-17,Net 15,Overdue,PO-363088,CTR-2623,USR-0075,2025-08-18 16:47:57,whatsapp_bot,0.85,False,
INV-00247,COMP-05,VEN-0105,Operations,6600,3693.41,INR,664.81,2025-02-23,2025-03-10,Net 15,Paid,PO-996454,CTR-3683,USR-0118,2025-02-23 12:28:52,email_upload,0.82,False,
INV-00248,COMP-05,VEN-0105,Operations,6600,3683.47,INR,663.02,2025-02-24,2025-03-11,Net 60,Paid,PO-220920,,USR-0006,2025-02-24 15:10:29,portal_upload,0.94,False,
INV-00249,COMP-05,VEN-0005,R&D,6400,9939.91,INR,1789.18,2025-05-16,2025-07-15,Net 60,Paid,PO-247393,,USR-0033,2025-05-16 10:02:16,whatsapp_bot,0.98,True,
INV-00250,COMP-05,VEN-0005,R&D,6400,9965.66,INR,1793.82,2025-05-18,2025-06-02,Net 15,Pending,PO-974677,,USR-0011,2025-05-18 11:38:03,portal_upload,0.95,True,
INV-00251,COMP-01,VEN-0025,Marketing,6110,200000,EUR,0.0,2025-03-11,2025-04-25,Net 45,Pending,PO-321885,CTR-5914,USR-0095,2025-03-11 10:20:54,scanned_document,0.99,False,
INV-00252,COMP-03,VEN-0017,R&D,6400,300000,INR,54000.0,2025-04-07,2025-05-22,Net 45,Paid,PO-750113,,USR-0079,2025-04-07 19:05:19,scanned_document,0.85,False,
INV-00253,COMP-04,VEN-0084,IT,6200,50000,INR,9000.0,2025-06-04,2025-07-19,Net 15,Paid,PO-883909,,USR-0111,2025-06-04 09:52:25,email_upload,0.81,False,
INV-00254,COMP-04,VEN-0090,Marketing,6500,250000,INR,45000.0,2026-01-17,2026-03-18,Net 15,Overdue,PO-247850,CTR-9640,USR-0021,2026-01-17 14:04:10,portal_upload,0.9,False,
INV-00255,COMP-04,VEN-0080,Legal,6700,200000,INR,36000.0,2025-09-07,2025-10-22,Net 60,Paid,PO-550995,CTR-2331,USR-0076,2025-09-07 09:37:30,scanned_document,0.99,False,
INV-00256,COMP-04,VEN-0076,Sales,6800,300000,INR,54000.0,2026-05-15,2026-06-14,Net 45,Paid,PO-389208,,USR-0071,2026-05-15 09:39:03,portal_upload,0.88,False,
INV-00257,COMP-05,VEN-0079,Engineering,6300,150000,INR,27000.0,2026-04-18,2026-05-03,Net 15,Pending,PO-541474,CTR-3457,USR-0116,2026-04-18 10:55:38,scanned_document,0.94,False,
INV-00258,COMP-04,VEN-0076,Operations,6800,200000,INR,36000.0,2025-05-15,2025-06-14,Net 60,Paid,PO-284936,CTR-1347,USR-0119,2025-05-15 17:54:09,scanned_document,0.86,True,
INV-00259,COMP-03,VEN-0049,Finance,6700,300000,INR,54000.0,2026-05-12,2026-05-27,Net 60,Cancelled,PO-899668,,USR-0025,2026-05-12 12:25:22,portal_upload,0.87,False,
INV-00260,COMP-05,VEN-0105,Marketing,6600,200000,INR,36000.0,2025-03-24,2025-04-23,Net 60,Overdue,PO-157050,CTR-3965,USR-0035,2025-03-24 12:27:13,whatsapp_bot,0.83,False,
INV-00261,COMP-03,VEN-0045,Customer Success,6110,50000,INR,9000.0,2025-08-26,2025-10-25,Net 30,Pending,PO-263454,,USR-0055,2025-08-26 09:23:07,email_upload,0.81,False,
INV-00262,COMP-04,VEN-0042,Customer Success,6600,300000,INR,54000.0,2025-09-02,2025-10-17,Net 15,Paid,PO-787070,CTR-4061,USR-0071,2025-09-02 14:42:44,email_upload,0.89,False,
INV-00263,COMP-03,VEN-0057,Legal,6700,86417.31,INR,15555.12,2025-08-21,2025-09-05,Net 15,Overdue,PO-659754,,USR-0108,2025-08-21 16:19:56,portal_upload,0.9,False,
INV-00264,COMP-03,VEN-0057,Sales,6700,67013.23,INR,12062.38,2025-03-24,2025-04-08,Net 45,Cancelled,PO-482161,CTR-7156,USR-0024,2025-03-24 10:14:00,portal_upload,0.94,False,
INV-00265,COMP-04,VEN-0009,HR,7000,105909.38,INR,19063.69,2025-10-17,2025-12-16,Net 15,Overdue,PO-233828,,USR-0071,2025-10-17 19:06:02,scanned_document,0.93,True,
INV-00266,COMP-01,VEN-0060,R&D,6100,31749.04,INR,5714.83,2026-01-12,2026-02-11,Net 30,Paid,PO-633619,,USR-0010,2026-01-12 16:17:58,portal_upload,0.98,False,
INV-00267,COMP-02,VEN-0068,Finance,6110,31830.69,USD,0.0,2026-06-01,2026-06-16,Net 60,Overdue,PO-526045,,USR-0059,2026-06-01 09:24:21,portal_upload,0.93,False,
