budget_id,company_id,department,period,allocated,spent,remaining
BUD-00374,COMP-03,Engineering,2026-02,300032.8,323089.05,-23056.25
BUD-00375,COMP-03,Engineering,2026-03,269451.56,106838.21,162613.35
BUD-00376,COMP-03,Engineering,2026-04,303795.47,156492.73,147302.74
BUD-00377,COMP-03,Engineering,2026-05,277190.43,299010.32,-21819.89
BUD-00378,COMP-03,Engineering,2026-06,299038.94,168628.92,130410.02
BUD-00379,COMP-03,Marketing,2025-01,188125.27,100466.6,87658.67
BUD-00380,COMP-03,Marketing,2025-02,183668.37,195201.38,-11533.01
BUD-00381,COMP-03,Marketing,2025-03,213172.61,130573.93,82598.68
BUD-00382,COMP-03,Marketing,2025-04,182388.13,193726.71,-11338.58
BUD-00383,COMP-03,Marketing,2025-05,220797.01,92585.58,128211.43
BUD-00384,COMP-03,Marketing,2025-06,219777.03,165385.13,54391.9
BUD-00385,COMP-03,Marketing,2025-07,225471.27,151406.95,74064.32
BUD-00386,COMP-03,Marketing,2025-08,198451.57,70668.64,127782.93
BUD-00387,COMP-03,Marketing,2025-09,205369.36,107665.94,97703.42
BUD-00388,COMP-03,Marketing,2025-10,220364.39,113131.1,107233.29
BUD-00389,COMP-03,Marketing,2025-11,220454.16,130839.79,89614.37
BUD-00390,COMP-03,Marketing,2025-12,216703.87,188806.22,27897.65
BUD-00391,COMP-03,Marketing,2026-01,222933.92,171615.9,51318.02
BUD-00392,COMP-03,Marketing,2026-02,194751.39,105538.41,89212.98
BUD-00393,COMP-03,Marketing,2026-03,188584.2,80207.28,108376.92
BUD-00394,COMP-03,Marketing,2026-04,191742.64,111494.02,80248.62
BUD-00395,COMP-03,Marketing,2026-05,217501.95,77218.89,140283.06
BUD-00396,COMP-03,Marketing,2026-06,201724.27,145356.29,56367.98
BUD-00397,COMP-03,Sales,2025-01,140213.33,70297.08,69916.25
BUD-00398,COMP-03,Sales,2025-02,141837.15,67189.18,74647.97
BUD-00399,COMP-03,Sales,2025-03,146258.27,84514.02,61744.25
BUD-00400,COMP-03,Sales,2025-04,120650.24,55471.84,65178.4
BUD-00401,COMP-03,Sales,2025-05,124236.19,55460.54,68775.65
BUD-00402,COMP-03,Sales,2025-06,127821.6,135311.36,-7489.76
BUD-00403,COMP-03,Sales,2025-07,129803.96,82744.46,47059.5
BUD-00404,COMP-03,Sales,2025-08,142158.11,57427.08,84731.03
BUD-00405,COMP-03,Sales,2025-09,120429.28,118634.41,1794.87
BUD-00406,COMP-03,Sales,2025-10,128249.99,61239.64,67010.35
BUD-00407,COMP-03,Sales,2025-11,123565.58,110318.31,13247.27
BUD-00408,COMP-03,Sales,2025-12,149490.97,95840.86,53650.11
BUD-00409,COMP-03,Sales,2026-01,140808.83,96746.13,44062.7
BUD-00410,COMP-03,Sales,2026-02,124224.28,72030.46,52193.82
BUD-00411,COMP-03,Sales,2026-03,128644.48,68537.4,60107.08
BUD-00412,COMP-03,Sales,2026-04,143485.43,59738.37,83747.06
BUD-00413,COMP-03,Sales,2026-05,130185.79,115389.54,14796.25
BUD-00414,COMP-03,Sales,2026-06,118649.99,124983.01,-6333.02
BUD-00415,COMP-03,HR,2025-01,294233.12,144280.25,149952.87
BUD-00416,COMP-03,HR,2025-02,263163.67,254111.48,9052.19
BUD-00417,COMP-03,HR,2025-03,316579.89,114253.19,202326.7
BUD-00418,COMP-03,HR,2025-04,305647.99,151600.78,154047.21
BUD-00419,COMP-03,HR,2025-05,254430.38,199885.74,54544.64
BUD-00420,COMP-03,HR,2025-06,255688.54,246429.85,9258.69
BUD-00421,COMP-03,HR,2025-07,307512.72,171853.85,135658.87
BUD-00422,COMP-03,HR,2025-08,259119.48,187732.44,71387.04
BUD-00423,COMP-03,HR,2025-09,300952.17,113655.93,187296.24
BUD-00424,COMP-03,HR,2025-10,297849.78,131111.24,166738.54
BUD-00425,COMP-03,HR,2025-11,275257.12,129485.82,145771.3
BUD-00426,COMP-03,HR,2025-12,254707.13,188588.26,66118.87
BUD-00427,COMP-03,HR,2026-01,269820.65,273892.62,-4071.97
BUD-00428,COMP-03,HR,2026-02,311648.13,274293.2,37354.93
BUD-00429,COMP-03,HR,2026-03,284507.0,233878.11,50628.89
BUD-00430,COMP-03,HR,2026-04,272111.84,188400.64,83711.2
BUD-00431,COMP-03,HR,2026-05,286997.78,188678.41,98319.37
BUD-00432,COMP-03,HR,2026-06,279863.4,272018.07,7845.33
BUD-00433,COMP-03,Operations,2025-01,429780.96,419769.42,10011.54
BUD-00434,COMP-03,Operations,2025-02,387087.45,156501.46,230585.99
BUD-00435,COMP-03,Operations,2025-03,378909.69,270883.94,108025.75
BUD-00436,COMP-03,Operations,2025-04,432636.03,383229.09,49406.94
BUD-00437,COMP-03,Operations,2025-05,447539.78,411116.29,36423.49
BUD-00438,COMP-03,Operations,2025-06,386449.37,150846.53,235602.84
BUD-00439,COMP-03,Operations,2025-07,404636.67,239060.74,165575.93
BUD-00440,COMP-03,Operations,2025-08,443055.9,447978.68,-4922.78
BUD-00441,COMP-03,Operations,2025-09,410187.4,375291.35,34896.05
BUD-00442,COMP-03,Operations,2025-10,428887.85,312853.09,116034.76
BUD-00443,COMP-03,Operations,2025-11,400653.05,418994.61,-18341.56
BUD-00444,COMP-03,Operations,2025-12,435892.14,334329.38,101562.76
BUD-00445,COMP-03,Operations,2026-01,454663.44,208527.97,246135.47
BUD-00446,COMP-03,Operations,2026-02,433098.76,325509.42,107589.34
BUD-00447,COMP-03,Operations,2026-03,388708.54,172060.82,216647.72
BUD-00448,COMP-03,Operations,2026-04,414442.39,407961.78,6480.61
BUD-00449,COMP-03,Operations,2026-05,374259.5,376456.68,-2197.18
BUD-00450,COMP-03,Operations,2026-06,454661.32,223529.44,231131.88
BUD-00451,COMP-03,Finance,2025-01,262254.17,156048.58,106205.59
BUD-00452,COMP-03,Finance,2025-02,238778.79,130191.46,108587.33
BUD-00453,COMP-03,Finance,2025-03,291556.87,280835.84,10721.03
BUD-00454,COMP-03,Finance,2025-04,292184.94,208603.49,83581.45
BUD-00455,COMP-03,Finance,2025-05,263156.49,103941.68,159214.81
BUD-00456,COMP-03,Finance,2025-06,258505.74,200225.69,58280.05
BUD-00457,COMP-03,Finance,2025-07,294880.56,117056.69,177823.87
BUD-00458,COMP-03,Finance,2025-08,273266.56,104978.26,168288.3
BUD-00459,COMP-03,Finance,2025-09,293501.02,145995.52,147505.5
BUD-00460,COMP-03,Finance,2025-10,275654.11,224100.01,51554.1
BUD-00461,COMP-03,Finance,2025-11,244315.81,167874.52,76441.29
BUD-00462,COMP-03,Finance,2025-12,258268.02,124094.16,134173.86
BUD-00463,COMP-03,Finance,2026-01,256546.02,101658.9,154887.12
BUD-00464,COMP-03,Finance,2026-02,276534.45,292834.84,-16300.39
BUD-00465,COMP-03,Finance,2026-03,265893.32,170607.37,95285.95
BUD-00466,COMP-03,Finance,2026-04,264121.49,120238.94,143882.55
BUD-00467,COMP-03,Finance,2026-05,278543.59,238017.3,40526.29
BUD-00468,COMP-03,Finance,2026-06,237778.17,148814.72,88963.45
BUD-00469,COMP-03,IT,2025-01,128237.69,46275.1,81962.59
BUD-00470,COMP-03,IT,2025-02,133290.92,52957.18,80333.74
BUD-00471,COMP-03,IT,2025-03,132248.71,64817.11,67431.6
BUD-00472,COMP-03,IT,2025-04,123110.06,107031.78,16078.28
BUD-00473,COMP-03,IT,2025-05,135331.85,133798.7,1533.15
BUD-00474,COMP-03,IT,2025-06,111880.08,97606.46,14273.62
BUD-00475,COMP-03,IT,2025-07,120161.38,56746.78,63414.6
BUD-00476,COMP-03,IT,2025-08,121114.52,125303.59,-4189.07
BUD-00477,COMP-03,IT,2025-09,107915.03,92828.12,15086.91
BUD-00478,COMP-03,IT,2025-10,123510.07,122783.41,726.66
BUD-00479,COMP-03,IT,2025-11,121508.61,64623.84,56884.77
BUD-00480,COMP-03,IT,2025-12,132715.55,56944.82,75770.73
BUD-00481,COMP-03,IT,2026-01,127872.61,72169.05,55703.56
BUD-00482,COMP-03,IT,2026-02,108941.78,51478.41,57463.37
BUD-00483,COMP-03,IT,2026-03,132686.35,61653.4,71032.95
BUD-00484,COMP-03,IT,2026-04,134722.61,61651.2,73071.41
BUD-00485,COMP-03,IT,2026-05,135013.55,52430.47,82583.08
BUD-00486,COMP-03,IT,2026-06,126995.02,93969.03,33025.99
BUD-00487,COMP-03,Legal,2025-01,306488.35,158013.25,148475.1
BUD-00488,COMP-03,Legal,2025-02,311107.42,238285.91,72821.51
BUD-00489,COMP-03,Legal,2025-03,298616.46,159131.65,139484.81
BUD-00490,COMP-03,Legal,2025-04,311367.81,272749.02,38618.79
BUD-00491,COMP-03,Legal,2025-05,275743.43,140264.54,135478.89
BUD-00492,COMP-03,Legal,2025-06,303341.63,230218.4,73123.23
BUD-00493,COMP-03,Legal,2025-07,310840.4,309361.42,1478.98
BUD-00494,COMP-03,Legal,2025-08,294538.93,258317.94,36220.99
BUD-00495,COMP-03,Legal,2025-09,255197.02,243949.88,11247.14
BUD-00496,COMP-03,Legal,2025-10,292236.59,123119.34,169117.25
BUD-00497,COMP-03,Legal,2025-11,248515.77,105392.21,143123.56
BUD-00498,COMP-03,Legal,2025-12,258652.61,234829.24,23823.37
BUD-00499,COMP-03,Legal,2026-01,295803.04,253570.9,42232.14
BUD-00500,COMP-03,Legal,2026-02,268796.31,278152.95,-9356.64
BUD-00501,COMP-03,Legal,2026-03,254091.96,131153.53,122938.43
BUD-00502,COMP-03,Legal,2026-04,273694.24,147867.94,125826.3
BUD-00503,COMP-03,Legal,2026-05,293673.56,281706.81,11966.75
BUD-00504,COMP-03,Legal,2026-06,294187.34,172431.44,121755.9
BUD-00505,COMP-03,R&D,2025-01,260006.76,195188.55,64818.21
BUD-00506,COMP-03,R&D,2025-02,274351.99,126592.93,147759.06
BUD-00507,COMP-03,R&D,2025-03,295210.84,278420.54,16790.3
BUD-00508,COMP-03,R&D,2025-04,290731.44,121185.75,169545.69
BUD-00509,COMP-03,R&D,2025-05,254614.24,228389.57,26224.67
BUD-00510,COMP-03,R&D,2025-06,292716.96,234408.47,58308.49
BUD-00511,COMP-03,R&D,2025-07,301049.94,199032.28,102017.66
BUD-00512,COMP-03,R&D,2025-08,254147.74,176947.47,77200.27
BUD-00513,COMP-03,R&D,2025-09,259109.07,162722.96,96386.11
BUD-00514,COMP-03,R&D,2025-10,291039.18,170577.53,120461.65
BUD-00515,COMP-03,R&D,2025-11,286424.11,224261.91,62162.2
BUD-00516,COMP-03,R&D,2025-12,240525.49,173817.05,66708.44
BUD-00517,COMP-03,R&D,2026-01,296670.9,244081.63,52589.27
BUD-00518,COMP-03,R&D,2026-02,295619.31,241382.88,54236.43
BUD-00519,COMP-03,R&D,2026-03,305147.15,115437.94,189709.21
BUD-00520,COMP-03,R&D,2026-04,267327.58,132129.22,135198.36
BUD-00521,COMP-03,R&D,2026-05,289327.24,163384.15,125943.09
BUD-00522,COMP-03,R&D,2026-06,283238.37,234652.66,48585.71
BUD-00523,COMP-03,Customer Success,2025-01,90067.09,53162.03,36905.06
BUD-00524,COMP-03,Customer Success,2025-02,82342.86,67624.17,14718.69
BUD-00525,COMP-03,Customer Success,2025-03,90445.56,45765.7,44679.86
BUD-00526,COMP-03,Customer Success,2025-04,92134.32,37297.44,54836.88
BUD-00527,COMP-03,Customer Success,2025-05,78117.6,77954.29,163.31
BUD-00528,COMP-03,Customer Success,2025-06,96779.54,100769.79,-3990.25
BUD-00529,COMP-03,Customer Success,2025-07,98198.44,87483.27,10715.17
BUD-00530,COMP-03,Customer Success,2025-08,89096.12,65626.54,23469.58
BUD-00531,COMP-03,Customer Success,2025-09,88374.56,91797.6,-3423.04
BUD-00532,COMP-03,Customer Success,2025-10,97599.41,65215.54,32383.87
BUD-00533,COMP-03,Customer Success,2025-11,81248.43,60332.32,20916.11
BUD-00534,COMP-03,Customer Success,2025-12,85983.2,80877.62,5105.58
BUD-00535,COMP-03,Customer Success,2026-01,96646.26,77560.08,19086.18
BUD-00536,COMP-03,Customer Success,2026-02,78690.33,58238.35,20451.98
BUD-00537,COMP-03,Customer Success,2026-03,79688.24,59117.22,20571.02
BUD-00538,COMP-03,Customer Success,2026-04,94435.39,79452.96,14982.43
BUD-00539,COMP-03,Customer Success,2026-05,86933.85,40453.89,46479.96
BUD-00540,COMP-03,Customer Success,2026-06,96839.35,95495.92,1343.43
BUD-00541,COMP-04,Engineering,2025-01,215727.42,182047.34,33680.08
BUD-00542,COMP-04,Engineering,2025-02,236325.08,151265.25,85059.83
BUD-00543,COMP-04,Engineering,2025-03,234986.72,129414.25,105572.47
BUD-00544,COMP-04,Engineering,2025-04,220936.58,182218.64,38717.94
BUD-00545,COMP-04,Engineering,2025-05,243255.39,161662.63,81592.76
BUD-00546,COMP-04,Engineering,2025-06,256964.76,184234.91,72729.85
BUD-00547,COMP-04,Engineering,2025-07,222198.88,121231.3,100967.58
BUD-00548,COMP-04,Engineering,2025-08,245635.17,205453.64,40181.53
BUD-00549,COMP-04,Engineering,2025-09,250062.11,223695.19,26366.92
BUD-00550,COMP-04,Engineering,2025-10,233759.56,212668.1,21091.46
BUD-00551,COMP-04,Engineering,2025-11,247074.02,132352.31,114721.71
BUD-00552,COMP-04,Engineering,2025-12,220043.63,177555.85,42487.78
BUD-00553,COMP-04,Engineering,2026-01,262680.38,274256.43,-11576.05
BUD-00554,COMP-04,Engineering,2026-02,260873.07,248013.15,12859.92
BUD-00555,COMP-04,Engineering,2026-03,247484.47,130966.89,116517.58
BUD-00556,COMP-04,Engineering,2026-04,230144.22,225301.26,4842.96
BUD-00557,COMP-04,Engineering,2026-05,228777.89,160928.41,67849.48
BUD-00558,COMP-04,Engineering,2026-06,245075.85,88964.92,156110.93
BUD-00559,COMP-04,Marketing,2025-01,109831.43,102266.92,7564.51
BUD-00560,COMP-04,Marketing,2025-02,126748.81,52451.23,74297.58
BUD-00561,COMP-04,Marketing,2025-03,108744.12,116378.49,-7634.37
BUD-00562,COMP-04,Marketing,2025-04,108843.95,101652.95,7191.0
BUD-00563,COMP-04,Marketing,2025-05,121000.62,119373.89,1626.73
BUD-00564,COMP-04,Marketing,2025-06,125350.6,52777.02,72573.58
BUD-00565,COMP-04,Marketing,2025-07,126288.64,110147.32,16141.32
BUD-00566,COMP-04,Marketing,2025-08,105258.47,109239.68,-3981.21
BUD-00567,COMP-04,Marketing,2025-09,112501.52,77514.95,34986.57
BUD-00568,COMP-04,Marketing,2025-10,119216.68,90054.13,29162.55
BUD-00569,COMP-04,Marketing,2025-11,120528.79,47963.61,72565.18
BUD-00570,COMP-04,Marketing,2025-12,128720.69,94223.7,34496.99
BUD-00571,COMP-04,Marketing,2026-01,106898.09,76635.57,30262.52
BUD-00572,COMP-04,Marketing,2026-02,109523.61,72851.33,36672.28
BUD-00573,COMP-04,Marketing,2026-03,124839.47,112381.21,12458.26
BUD-00574,COMP-04,Marketing,2026-04,108722.6,60882.89,47839.71
BUD-00575,COMP-04,Marketing,2026-05,132042.5,106788.24,25254.26
BUD-00576,COMP-04,Marketing,2026-06,109417.77,86996.7,22421.07
BUD-00577,COMP-04,Sales,2025-01,146387.13,121576.17,24810.96
BUD-00578,COMP-04,Sales,2025-02,147896.73,66916.01,80980.72
BUD-00579,COMP-04,Sales,2025-03,170451.1,179923.24,-9472.14
BUD-00580,COMP-04,Sales,2025-04,146172.11,131093.5,15078.61
BUD-00581,COMP-04,Sales,2025-05,149118.88,58570.53,90548.35
BUD-00582,COMP-04,Sales,2025-06,144095.61,52554.32,91541.29
BUD-00583,COMP-04,Sales,2025-07,172550.38,174679.09,-2128.71
BUD-00584,COMP-04,Sales,2025-08,143948.39,66173.27,77775.12
BUD-00585,COMP-04,Sales,2025-09,145314.68,94043.84,51270.84
BUD-00586,COMP-04,Sales,2025-10,156265.49,76601.36,79664.13
BUD-00587,COMP-04,Sales,2025-11,175920.91,74995.57,100925.34
BUD-00588,COMP-04,Sales,2025-12,168624.75,76691.18,91933.57
BUD-00589,COMP-04,Sales,2026-01,169484.31,75321.63,94162.68
BUD-00590,COMP-04,Sales,2026-02,151279.24,162169.1,-10889.86
BUD-00591,COMP-04,Sales,2026-03,154049.98,104639.63,49410.35
BUD-00592,COMP-04,Sales,2026-04,169758.41,183212.5,-13454.09
BUD-00593,COMP-04,Sales,2026-05,165311.89,71896.18,93415.71
BUD-00594,COMP-04,Sales,2026-06,170073.73,144390.53,25683.2
BUD-00595,COMP-04,HR,2025-01,265966.18,252293.7,13672.48
BUD-00596,COMP-04,HR,2025-02,244493.4,183090.08,61403.32
BUD-00597,COMP-04,HR,2025-03,276572.64,282141.47,-5568.83
BUD-00598,COMP-04,HR,2025-04,292291.19,153393.67,138897.52
BUD-00599,COMP-04,HR,2025-05,265838.22,208708.04,57130.18
BUD-00600,COMP-04,HR,2025-06,265644.68,105147.45,160497.23
BUD-00601,COMP-04,HR,2025-07,306528.28,208960.8,97567.48
BUD-00602,COMP-04,HR,2025-08,249626.01,115189.92,134436.09
BUD-00603,COMP-04,HR,2025-09,241283.82,244893.37,-3609.55
BUD-00604,COMP-04,HR,2025-10,249606.13,190038.35,59567.78
BUD-00605,COMP-04,HR,2025-11,303334.63,276229.66,27104.97
BUD-00606,COMP-04,HR,2025-12,279738.46,156030.71,123707.75
BUD-00607,COMP-04,HR,2026-01,285245.99,267841.8,17404.19
BUD-00608,COMP-04,HR,2026-02,254081.1,131314.5,122766.6
BUD-00609,COMP-04,HR,2026-03,267729.47,210636.77,57092.7
BUD-00610,COMP-04,HR,2026-04,299656.34,234180.83,65475.51
BUD-00611,COMP-04,HR,2026-05,258095.59,227008.0,31087.59
BUD-00612,COMP-04,HR,2026-06,250306.66,107209.16,143097.5
BUD-00613,COMP-04,Operations,2025-01,86682.87,66935.51,19747.36
BUD-00614,COMP-04,Operations,2025-02,84363.07,63630.66,20732.41
BUD-00615,COMP-04,Operations,2025-03,78619.75,39589.27,39030.48
BUD-00616,COMP-04,Operations,2025-04,86860.86,55988.0,30872.86
BUD-00617,COMP-04,Operations,2025-05,85080.89,86582.26,-1501.37
BUD-00618,COMP-04,Operations,2025-06,84419.48,75394.36,9025.12
BUD-00619,COMP-04,Operations,2025-07,75979.29,53803.57,22175.72
BUD-00620,COMP-04,Operations,2025-08,75837.68,37530.6,38307.08
BUD-00621,COMP-04,Operations,2025-09,78633.32,49570.59,29062.73
BUD-00622,COMP-04,Operations,2025-10,78020.08,80516.45,-2496.37
BUD-00623,COMP-04,Operations,2025-11,80957.12,46319.97,34637.15
BUD-00624,COMP-04,Operations,2025-12,76194.78,47198.51,28996.27
BUD-00625,COMP-04,Operations,2026-01,90994.51,68131.01,22863.5
BUD-00626,COMP-04,Operations,2026-02,93268.18,74668.16,18600.02
BUD-00627,COMP-04,Operations,2026-03,88085.55,58289.74,29795.81
BUD-00628,COMP-04,Operations,2026-04,92057.14,62446.71,29610.43
BUD-00629,COMP-04,Operations,2026-05,77612.47,39872.33,37740.14
BUD-00630,COMP-04,Operations,2026-06,91266.71,35796.06,55470.65
BUD-00631,COMP-04,Finance,2025-01,145549.87,123446.78,22103.09
BUD-00632,COMP-04,Finance,2025-02,139995.7,115670.53,24325.17
BUD-00633,COMP-04,Finance,2025-03,138417.97,108038.21,30379.76
BUD-00634,COMP-04,Finance,2025-04,125293.91,81545.55,43748.36
BUD-00635,COMP-04,Finance,2025-05,157495.29,121253.55,36241.74
BUD-00636,COMP-04,Finance,2025-06,135695.85,109229.53,26466.32
BUD-00637,COMP-04,Finance,2025-07,157576.18,108712.21,48863.97
BUD-00638,COMP-04,Finance,2025-08,138291.45,131341.18,6950.27
BUD-00639,COMP-04,Finance,2025-09,153254.3,78937.0,74317.3
BUD-00640,COMP-04,Finance,2025-10,146975.9,83498.22,63477.68
BUD-00641,COMP-04,Finance,2025-11,136130.33,127441.56,8688.77
BUD-00642,COMP-04,Finance,2025-12,136449.06,138840.12,-2391.06
BUD-00643,COMP-04,Finance,2026-01,140704.46,138327.3,2377.16
BUD-00644,COMP-04,Finance,2026-02,128404.23,82848.75,45555.48
BUD-00645,COMP-04,Finance,2026-03,125124.07,122172.57,2951.5
BUD-00646,COMP-04,Finance,2026-04,154593.23,108944.86,45648.37
BUD-00647,COMP-04,Finance,2026-05,139964.96,148140.9,-8175.94
BUD-00648,COMP-04,Finance,2026-06,137272.38,78711.33,58561.05
BUD-00649,COMP-04,IT,2025-01,140079.41,131073.57,9005.84
BUD-00650,COMP-04,IT,2025-02,127930.98,112901.11,15029.87
BUD-00651,COMP-04,IT,2025-03,137503.04,115260.76,22242.28
BUD-00652,COMP-04,IT,2025-04,114951.8,94657.74,20294.06
BUD-00653,COMP-04,IT,2025-05,138615.57,96624.62,41990.95
BUD-00654,COMP-04,IT,2025-06,124835.2,102415.4,22419.8
BUD-00655,COMP-04,IT,2025-07,117505.76,60446.77,57058.99
BUD-00656,COMP-04,IT,2025-08,132677.96,142646.09,-9968.13
BUD-00657,COMP-04,IT,2025-09,115117.99,96167.19,18950.8
BUD-00658,COMP-04,IT,2025-10,127198.21,48011.51,79186.7
BUD-00659,COMP-04,IT,2025-11,116595.67,66775.02,49820.65
BUD-00660,COMP-04,IT,2025-12,133054.3,59461.3,73593.0
BUD-00661,COMP-04,IT,2026-01,123169.07,98894.72,24274.35
BUD-00662,COMP-04,IT,2026-02,134988.74,145369.03,-10380.29
BUD-00663,COMP-04,IT,2026-03,137566.88,67353.1,70213.78
BUD-00664,COMP-04,IT,2026-04,128928.59,102165.67,26762.92
BUD-00665,COMP-04,IT,2026-05,128719.61,101170.83,27548.78
BUD-00666,COMP-04,IT,2026-06,123462.07,64664.6,58797.47
BUD-00667,COMP-04,Legal,2025-01,328235.72,278363.84,49871.88
BUD-00668,COMP-04,Legal,2025-02,312432.86,327800.53,-15367.67
BUD-00669,COMP-04,Legal,2025-03,282770.25,217645.75,65124.5
BUD-00670,COMP-04,Legal,2025-04,324845.03,268460.42,56384.61
BUD-00671,COMP-04,Legal,2025-05,264242.05,191033.19,73208.86
BUD-00672,COMP-04,Legal,2025-06,324082.62,161334.75,162747.87
BUD-00673,COMP-04,Legal,2025-07,293046.97,312742.48,-19695.51
BUD-00674,COMP-04,Legal,2025-08,297479.87,222120.1,75359.77
BUD-00675,COMP-04,Legal,2025-09,307990.76,298872.51,9118.25
BUD-00676,COMP-04,Legal,2025-10,297587.32,299348.14,-1760.82
BUD-00677,COMP-04,Legal,2025-11,315886.65,203107.01,112779.64
BUD-00678,COMP-04,Legal,2025-12,309281.34,176066.52,133214.82
BUD-00679,COMP-04,Legal,2026-01,267953.95,188702.45,79251.5
BUD-00680,COMP-04,Legal,2026-02,267514.54,152022.33,115492.21
BUD-00681,COMP-04,Legal,2026-03,326024.79,345091.92,-19067.13
BUD-00682,COMP-04,Legal,2026-04,278677.73,131288.33,147389.4
BUD-00683,COMP-04,Legal,2026-05,290072.09,196924.28,93147.81
BUD-00684,COMP-04,Legal,2026-06,274553.7,257782.36,16771.34
BUD-00685,COMP-04,R&D,2025-01,134870.95,73996.4,60874.55
BUD-00686,COMP-04,R&D,2025-02,138366.25,60165.57,78200.68
BUD-00687,COMP-04,R&D,2025-03,133393.98,129250.32,4143.66
BUD-00688,COMP-04,R&D,2025-04,117843.68,57875.37,59968.31
BUD-00689,COMP-04,R&D,2025-05,119649.92,114901.4,4748.52
BUD-00690,COMP-04,R&D,2025-06,139150.62,73301.79,65848.83
BUD-00691,COMP-04,R&D,2025-07,146621.42,69830.08,76791.34
BUD-00692,COMP-04,R&D,2025-08,133215.89,117609.19,15606.7
BUD-00693,COMP-04,R&D,2025-09,136880.19,54484.22,82395.97
BUD-00694,COMP-04,R&D,2025-10,118835.23,57568.04,61267.19
BUD-00695,COMP-04,R&D,2025-11,148109.49,149030.79,-921.3
BUD-00696,COMP-04,R&D,2025-12,127086.95,48925.68,78161.27
BUD-00697,COMP-04,R&D,2026-01,137980.43,68264.68,69715.75
BUD-00698,COMP-04,R&D,2026-02,146360.9,149375.55,-3014.65
BUD-00699,COMP-04,R&D,2026-03,142777.26,130947.72,11829.54
BUD-00700,COMP-04,R&D,2026-04,142664.13,136568.33,6095.8
BUD-00701,COMP-04,R&D,2026-05,129669.66,113727.14,15942.52
BUD-00702,COMP-04,R&D,2026-06,117711.76,100880.56,16831.2
BUD-00703,COMP-04,Customer Success,2025-01,254833.28,235310.58,19522.7
BUD-00704,COMP-04,Customer Success,2025-02,225292.12,195116.86,30175.26
BUD-00705,COMP-04,Customer Success,2025-03,232655.86,186199.43,46456.43
BUD-00706,COMP-04,Customer Success,2025-04,200566.78,103115.11,97451.67
BUD-00707,COMP-04,Customer Success,2025-05,214432.51,185150.23,29282.28
BUD-00708,COMP-04,Customer Success,2025-06,251049.65,203037.64,48012.01
BUD-00709,COMP-04,Customer Success,2025-07,242266.45,197289.43,44977.02
BUD-00710,COMP-04,Customer Success,2025-08,208229.91,111681.7,96548.21
BUD-00711,COMP-04,Customer Success,2025-09,232451.11,209293.84,23157.27
BUD-00712,COMP-04,Customer Success,2025-10,223424.02,191537.83,31886.19
BUD-00713,COMP-04,Customer Success,2025-11,218697.03,126809.27,91887.76
BUD-00714,COMP-04,Customer Success,2025-12,209508.36,136628.08,72880.28
BUD-00715,COMP-04,Customer Success,2026-01,232348.0,99949.4,132398.6
BUD-00716,COMP-04,Customer Success,2026-02,251820.38,89675.18,162145.2
BUD-00717,COMP-04,Customer Success,2026-03,240772.62,145227.53,95545.09
BUD-00718,COMP-04,Customer Success,2026-04,252254.07,141062.98,111191.09
BUD-00719,COMP-04,Customer Success,2026-05,201543.15,172135.41,29407.74
BUD-00720,COMP-04,Customer Success,2026-06,221148.51,209478.51,11670.0
BUD-00721,COMP-05,Engineering,2025-01,296359.84,246690.36,49669.48
BUD-00722,COMP-05,Engineering,2025-02,313967.36,185211.78,128755.58
BUD-00723,COMP-05,Engineering,2025-03,278298.07,230168.44,48129.63
BUD-00724,COMP-05,Engineering,2025-04,305739.43,117631.62,188107.81
BUD-00725,COMP-05,Engineering,2025-05,275878.6,183300.85,92577.75
BUD-00726,COMP-05,Engineering,2025-06,270601.97,198336.48,72265.49
BUD-00727,COMP-05,Engineering,2025-07,292995.85,165764.83,127231.02
BUD-00728,COMP-05,Engineering,2025-08,319057.17,283535.26,35521.91
BUD-00729,COMP-05,Engineering,2025-09,268921.29,211299.45,57621.84
BUD-00730,COMP-05,Engineering,2025-10,336801.44,266979.71,69821.73
BUD-00731,COMP-05,Engineering,2025-11,336233.73,174767.01,161466.72
BUD-00732,COMP-05,Engineering,2025-12,280208.51,164982.84,115225.67
BUD-00733,COMP-05,Engineering,2026-01,281204.17,131194.17,150010.0
BUD-00734,COMP-05,Engineering,2026-02,282687.67,202331.82,80355.85
BUD-00735,COMP-05,Engineering,2026-03,323524.9,295690.9,27834.0
BUD-00736,COMP-05,Engineering,2026-04,266923.61,242798.65,24124.96
BUD-00737,COMP-05,Engineering,2026-05,310801.77,169139.94,141661.83
BUD-00738,COMP-05,Engineering,2026-06,264510.44,258589.28,5921.16
BUD-00739,COMP-05,Marketing,2025-01,118586.35,67832.9,50753.45
BUD-00740,COMP-05,Marketing,2025-02,135282.05,140703.19,-5421.14
BUD-00741,COMP-05,Marketing,2025-03,138947.07,134792.46,4154.61
BUD-00742,COMP-05,Marketing,2025-04,136786.36,95026.27,41760.09
BUD-00743,COMP-05,Marketing,2025-05,112499.27,58667.41,53831.86
BUD-00744,COMP-05,Marketing,2025-06,115098.46,50019.3,65079.16
BUD-00745,COMP-05,Marketing,2025-07,114916.82,66988.4,47928.42
BUD-00746,COMP-05,Marketing,2025-08,112320.36,63522.29,48798.07
BUD-00747,COMP-05,Marketing,2025-09,137097.52,72178.59,64918.93
