transaction_id,company_id,date,type,category,amount
CT-001434,COMP-02,2025-06-20,outflow,Operating Expenses,258195.71
CT-001435,COMP-02,2025-06-21,inflow,Revenue/Collections,126003.73
CT-001436,COMP-02,2025-06-21,outflow,Vendor Payments,61208.75
CT-001437,COMP-02,2025-06-22,inflow,Revenue/Collections,128991.36
CT-001438,COMP-02,2025-06-22,outflow,Payroll,77726.67
CT-001439,COMP-02,2025-06-23,inflow,Revenue/Collections,378596.72
CT-001440,COMP-02,2025-06-23,outflow,Operating Expenses,245364.3
CT-001441,COMP-02,2025-06-24,inflow,Revenue/Collections,319560.97
CT-001442,COMP-02,2025-06-24,outflow,Vendor Payments,288046.94
CT-001443,COMP-02,2025-06-25,inflow,Revenue/Collections,321093.91
CT-001444,COMP-02,2025-06-25,outflow,Payroll,263327.44
CT-001445,COMP-02,2025-06-26,inflow,Revenue/Collections,319726.6
CT-001446,COMP-02,2025-06-26,outflow,Vendor Payments,410893.49
CT-001447,COMP-02,2025-06-27,inflow,Revenue/Collections,326432.25
CT-001448,COMP-02,2025-06-27,outflow,Payroll,481366.63
CT-001449,COMP-02,2025-06-28,inflow,Revenue/Collections,165570.62
CT-001450,COMP-02,2025-06-28,outflow,Payroll,86468.41
CT-001451,COMP-02,2025-06-29,inflow,Revenue/Collections,137493.27
CT-001452,COMP-02,2025-06-29,outflow,Vendor Payments,129151.87
CT-001453,COMP-02,2025-06-30,inflow,Revenue/Collections,348261.75
CT-001454,COMP-02,2025-06-30,outflow,Operating Expenses,386844.86
CT-001455,COMP-02,2025-07-01,inflow,Revenue/Collections,384997.51
CT-001456,COMP-02,2025-07-01,outflow,Vendor Payments,268791.89
CT-001457,COMP-02,2025-07-02,inflow,Revenue/Collections,383490.31
CT-001458,COMP-02,2025-07-02,outflow,Vendor Payments,263536.71
CT-001459,COMP-02,2025-07-03,inflow,Revenue/Collections,383292.96
CT-001460,COMP-02,2025-07-03,outflow,Vendor Payments,255438.56
CT-001461,COMP-02,2025-07-04,inflow,Revenue/Collections,474985.25
CT-001462,COMP-02,2025-07-04,outflow,Payroll,217185.89
CT-001463,COMP-02,2025-07-05,inflow,Revenue/Collections,117413.24
CT-001464,COMP-02,2025-07-05,outflow,Payroll,57263.76
CT-001465,COMP-02,2025-07-06,inflow,Revenue/Collections,164434.95
CT-001466,COMP-02,2025-07-06,outflow,Vendor Payments,61432.79
CT-001467,COMP-02,2025-07-07,inflow,Revenue/Collections,362223.48
CT-001468,COMP-02,2025-07-07,outflow,Vendor Payments,257642.02
CT-001469,COMP-02,2025-07-08,inflow,Revenue/Collections,339891.54
CT-001470,COMP-02,2025-07-08,outflow,Payroll,230399.04
CT-001471,COMP-02,2025-07-09,inflow,Revenue/Collections,335520.94
CT-001472,COMP-02,2025-07-09,outflow,Payroll,269424.78
CT-001473,COMP-02,2025-07-10,inflow,Revenue/Collections,371778.68
CT-001474,COMP-02,2025-07-10,outflow,Payroll,270587.96
CT-001475,COMP-02,2025-07-11,inflow,Revenue/Collections,380781.93
CT-001476,COMP-02,2025-07-11,outflow,Payroll,278117.01
CT-001477,COMP-02,2025-07-12,inflow,Revenue/Collections,152463.61
CT-001478,COMP-02,2025-07-12,outflow,Payroll,85025.8
CT-001479,COMP-02,2025-07-13,inflow,Revenue/Collections,166011.06
CT-001480,COMP-02,2025-07-13,outflow,Payroll,101998.0
CT-001481,COMP-02,2025-07-14,inflow,Revenue/Collections,329592.9
CT-001482,COMP-02,2025-07-14,outflow,Vendor Payments,272896.91
CT-001483,COMP-02,2025-07-15,inflow,Revenue/Collections,373867.72
CT-001484,COMP-02,2025-07-15,outflow,Vendor Payments,217687.38
CT-001485,COMP-02,2025-07-16,inflow,Revenue/Collections,386118.45
CT-001486,COMP-02,2025-07-16,outflow,Operating Expenses,278308.79
CT-001487,COMP-02,2025-07-17,inflow,Revenue/Collections,381039.18
CT-001488,COMP-02,2025-07-17,outflow,Vendor Payments,224056.43
CT-001489,COMP-02,2025-07-18,inflow,Revenue/Collections,384317.27
CT-001490,COMP-02,2025-07-18,outflow,Vendor Payments,242752.82
CT-001491,COMP-02,2025-07-19,inflow,Revenue/Collections,126280.58
CT-001492,COMP-02,2025-07-19,outflow,Payroll,57554.09
CT-001493,COMP-02,2025-07-20,inflow,Revenue/Collections,134105.1
CT-001494,COMP-02,2025-07-20,outflow,Payroll,111997.0
CT-001495,COMP-02,2025-07-21,inflow,Revenue/Collections,369228.4
CT-001496,COMP-02,2025-07-21,outflow,Payroll,275044.21
CT-001497,COMP-02,2025-07-22,inflow,Revenue/Collections,384926.52
CT-001498,COMP-02,2025-07-22,outflow,Vendor Payments,281305.88
CT-001499,COMP-02,2025-07-23,inflow,Revenue/Collections,345697.56
CT-001500,COMP-02,2025-07-23,outflow,Payroll,279481.76
CT-001501,COMP-02,2025-07-24,inflow,Revenue/Collections,353284.67
CT-001502,COMP-02,2025-07-24,outflow,Vendor Payments,230541.21
CT-001503,COMP-02,2025-07-25,inflow,Revenue/Collections,356181.07
CT-001504,COMP-02,2025-07-25,outflow,Payroll,223911.59
CT-001505,COMP-02,2025-07-26,inflow,Revenue/Collections,174000.66
CT-001506,COMP-02,2025-07-26,outflow,Payroll,119359.5
CT-001507,COMP-02,2025-07-27,inflow,Revenue/Collections,140272.59
CT-001508,COMP-02,2025-07-27,outflow,Vendor Payments,89090.01
CT-001509,COMP-02,2025-07-28,inflow,Revenue/Collections,384192.68
CT-001510,COMP-02,2025-07-28,outflow,Vendor Payments,540538.0
CT-001511,COMP-02,2025-07-29,inflow,Revenue/Collections,337544.44
CT-001512,COMP-02,2025-07-29,outflow,Operating Expenses,434318.97
CT-001513,COMP-02,2025-07-30,inflow,Revenue/Collections,346478.17
CT-001514,COMP-02,2025-07-30,outflow,Operating Expenses,418849.99
CT-001515,COMP-02,2025-07-31,inflow,Revenue/Collections,333239.08
CT-001516,COMP-02,2025-07-31,outflow,Payroll,381590.7
CT-001517,COMP-02,2025-08-01,inflow,Revenue/Collections,470491.6
CT-001518,COMP-02,2025-08-01,outflow,Vendor Payments,262353.66
CT-001519,COMP-02,2025-08-02,inflow,Revenue/Collections,180954.7
CT-001520,COMP-02,2025-08-02,outflow,Operating Expenses,116195.76
CT-001521,COMP-02,2025-08-03,inflow,Revenue/Collections,136729.19
CT-001522,COMP-02,2025-08-03,outflow,Vendor Payments,62591.8
CT-001523,COMP-02,2025-08-04,inflow,Revenue/Collections,438029.56
CT-001524,COMP-02,2025-08-04,outflow,Payroll,234973.19
CT-001525,COMP-02,2025-08-05,inflow,Revenue/Collections,411490.14
CT-001526,COMP-02,2025-08-05,outflow,Vendor Payments,254386.31
CT-001527,COMP-02,2025-08-06,inflow,Revenue/Collections,389316.17
CT-001528,COMP-02,2025-08-06,outflow,Vendor Payments,296103.72
CT-001529,COMP-02,2025-08-07,inflow,Revenue/Collections,385612.94
CT-001530,COMP-02,2025-08-07,outflow,Vendor Payments,231877.87
CT-001531,COMP-02,2025-08-08,inflow,Revenue/Collections,358494.41
CT-001532,COMP-02,2025-08-08,outflow,Operating Expenses,291204.64
CT-001533,COMP-02,2025-08-09,inflow,Revenue/Collections,131981.49
CT-001534,COMP-02,2025-08-09,outflow,Operating Expenses,92883.79
CT-001535,COMP-02,2025-08-10,inflow,Revenue/Collections,151628.3
CT-001536,COMP-02,2025-08-10,outflow,Operating Expenses,65109.73
CT-001537,COMP-02,2025-08-11,inflow,Revenue/Collections,361547.4
CT-001538,COMP-02,2025-08-11,outflow,Operating Expenses,281833.04
CT-001539,COMP-02,2025-08-12,inflow,Revenue/Collections,396978.37
CT-001540,COMP-02,2025-08-12,outflow,Operating Expenses,286655.68
CT-001541,COMP-02,2025-08-13,inflow,Revenue/Collections,366601.22
CT-001542,COMP-02,2025-08-13,outflow,Operating Expenses,224514.07
CT-001543,COMP-02,2025-08-14,inflow,Revenue/Collections,333078.52
CT-001544,COMP-02,2025-08-14,outflow,Operating Expenses,253370.4
CT-001545,COMP-02,2025-08-15,inflow,Revenue/Collections,374423.86
CT-001546,COMP-02,2025-08-15,outflow,Vendor Payments,280149.19
CT-001547,COMP-02,2025-08-16,inflow,Revenue/Collections,135958.03
CT-001548,COMP-02,2025-08-16,outflow,Operating Expenses,95975.66
CT-001549,COMP-02,2025-08-17,inflow,Revenue/Collections,142791.44
CT-001550,COMP-02,2025-08-17,outflow,Operating Expenses,48939.15
CT-001551,COMP-02,2025-08-18,inflow,Revenue/Collections,363244.37
CT-001552,COMP-02,2025-08-18,outflow,Payroll,256083.68
CT-001553,COMP-02,2025-08-19,inflow,Revenue/Collections,391281.67
CT-001554,COMP-02,2025-08-19,outflow,Payroll,296873.52
CT-001555,COMP-02,2025-08-20,inflow,Revenue/Collections,383011.93
CT-001556,COMP-02,2025-08-20,outflow,Vendor Payments,255910.61
CT-001557,COMP-02,2025-08-21,inflow,Revenue/Collections,368830.8
CT-001558,COMP-02,2025-08-21,outflow,Vendor Payments,237729.31
CT-001559,COMP-02,2025-08-22,inflow,Revenue/Collections,381965.08
CT-001560,COMP-02,2025-08-22,outflow,Payroll,266155.61
CT-001561,COMP-02,2025-08-23,inflow,Revenue/Collections,148585.08
CT-001562,COMP-02,2025-08-23,outflow,Operating Expenses,80406.32
CT-001563,COMP-02,2025-08-24,inflow,Revenue/Collections,141597.21
CT-001564,COMP-02,2025-08-24,outflow,Vendor Payments,66503.87
CT-001565,COMP-02,2025-08-25,inflow,Revenue/Collections,387801.98
CT-001566,COMP-02,2025-08-25,outflow,Payroll,286301.57
CT-001567,COMP-02,2025-08-26,inflow,Revenue/Collections,361123.67
CT-001568,COMP-02,2025-08-26,outflow,Payroll,395456.65
CT-001569,COMP-02,2025-08-27,inflow,Revenue/Collections,378441.49
CT-001570,COMP-02,2025-08-27,outflow,Operating Expenses,471287.57
CT-001571,COMP-02,2025-08-28,inflow,Revenue/Collections,335500.4
CT-001572,COMP-02,2025-08-28,outflow,Payroll,352498.48
CT-001573,COMP-02,2025-08-29,inflow,Revenue/Collections,386529.21
CT-001574,COMP-02,2025-08-29,outflow,Payroll,543376.68
CT-001575,COMP-02,2025-08-30,inflow,Revenue/Collections,160504.91
CT-001576,COMP-02,2025-08-30,outflow,Vendor Payments,168150.28
CT-001577,COMP-02,2025-08-31,inflow,Revenue/Collections,137610.91
CT-001578,COMP-02,2025-08-31,outflow,Operating Expenses,133457.21
CT-001579,COMP-02,2025-09-01,inflow,Revenue/Collections,403390.16
CT-001580,COMP-02,2025-09-01,outflow,Operating Expenses,236346.46
CT-001581,COMP-02,2025-09-02,inflow,Revenue/Collections,472777.6
CT-001582,COMP-02,2025-09-02,outflow,Vendor Payments,262279.37
CT-001583,COMP-02,2025-09-03,inflow,Revenue/Collections,415703.55
CT-001584,COMP-02,2025-09-03,outflow,Payroll,247950.98
CT-001585,COMP-02,2025-09-04,inflow,Revenue/Collections,496095.86
CT-001586,COMP-02,2025-09-04,outflow,Payroll,267347.11
CT-001587,COMP-02,2025-09-05,inflow,Revenue/Collections,402138.71
CT-001588,COMP-02,2025-09-05,outflow,Payroll,233284.19
CT-001589,COMP-02,2025-09-06,inflow,Revenue/Collections,117605.43
CT-001590,COMP-02,2025-09-06,outflow,Payroll,79916.99
CT-001591,COMP-02,2025-09-07,inflow,Revenue/Collections,113611.14
CT-001592,COMP-02,2025-09-07,outflow,Operating Expenses,89242.61
CT-001593,COMP-02,2025-09-08,inflow,Revenue/Collections,373599.73
CT-001594,COMP-02,2025-09-08,outflow,Operating Expenses,236836.24
CT-001595,COMP-02,2025-09-09,inflow,Revenue/Collections,341293.34
CT-001596,COMP-02,2025-09-09,outflow,Operating Expenses,248729.95
CT-001597,COMP-02,2025-09-10,inflow,Revenue/Collections,340915.31
CT-001598,COMP-02,2025-09-10,outflow,Operating Expenses,247245.91
CT-001599,COMP-02,2025-09-11,inflow,Revenue/Collections,404780.79
CT-001600,COMP-02,2025-09-11,outflow,Operating Expenses,254094.07
CT-001601,COMP-02,2025-09-12,inflow,Revenue/Collections,353718.78
CT-001602,COMP-02,2025-09-12,outflow,Operating Expenses,299609.56
CT-001603,COMP-02,2025-09-13,inflow,Revenue/Collections,128018.98
CT-001604,COMP-02,2025-09-13,outflow,Vendor Payments,55427.19
CT-001605,COMP-02,2025-09-14,inflow,Revenue/Collections,117301.87
CT-001606,COMP-02,2025-09-14,outflow,Operating Expenses,78287.96
CT-001607,COMP-02,2025-09-15,inflow,Revenue/Collections,402193.55
CT-001608,COMP-02,2025-09-15,outflow,Vendor Payments,234345.88
CT-001609,COMP-02,2025-09-16,inflow,Revenue/Collections,371651.27
CT-001610,COMP-02,2025-09-16,outflow,Vendor Payments,255080.27
CT-001611,COMP-02,2025-09-17,inflow,Revenue/Collections,390236.33
CT-001612,COMP-02,2025-09-17,outflow,Payroll,285964.23
CT-001613,COMP-02,2025-09-18,inflow,Revenue/Collections,373523.28
CT-001614,COMP-02,2025-09-18,outflow,Vendor Payments,268457.31
CT-001615,COMP-02,2025-09-19,inflow,Revenue/Collections,372816.04
CT-001616,COMP-02,2025-09-19,outflow,Payroll,232002.01
CT-001617,COMP-02,2025-09-20,inflow,Revenue/Collections,178548.95
CT-001618,COMP-02,2025-09-20,outflow,Vendor Payments,58638.78
CT-001619,COMP-02,2025-09-21,inflow,Revenue/Collections,146654.33
CT-001620,COMP-02,2025-09-21,outflow,Payroll,87565.15
CT-001621,COMP-02,2025-09-22,inflow,Revenue/Collections,382865.47
CT-001622,COMP-02,2025-09-22,outflow,Vendor Payments,237898.85
CT-001623,COMP-02,2025-09-23,inflow,Revenue/Collections,375167.48
CT-001624,COMP-02,2025-09-23,outflow,Vendor Payments,260064.53
CT-001625,COMP-02,2025-09-24,inflow,Revenue/Collections,397892.19
CT-001626,COMP-02,2025-09-24,outflow,Vendor Payments,302899.76
CT-001627,COMP-02,2025-09-25,inflow,Revenue/Collections,392749.11
CT-001628,COMP-02,2025-09-25,outflow,Operating Expenses,242832.69
CT-001629,COMP-02,2025-09-26,inflow,Revenue/Collections,403894.0
CT-001630,COMP-02,2025-09-26,outflow,Operating Expenses,352441.29
CT-001631,COMP-02,2025-09-27,inflow,Revenue/Collections,152100.49
CT-001632,COMP-02,2025-09-27,outflow,Operating Expenses,113500.99
CT-001633,COMP-02,2025-09-28,inflow,Revenue/Collections,138128.71
CT-001634,COMP-02,2025-09-28,outflow,Payroll,124691.97
CT-001635,COMP-02,2025-09-29,inflow,Revenue/Collections,394528.91
CT-001636,COMP-02,2025-09-29,outflow,Operating Expenses,463108.36
CT-001637,COMP-02,2025-09-30,inflow,Revenue/Collections,345965.48
CT-001638,COMP-02,2025-09-30,outflow,Vendor Payments,496755.88
CT-001639,COMP-02,2025-10-01,inflow,Revenue/Collections,432994.35
CT-001640,COMP-02,2025-10-01,outflow,Operating Expenses,246762.09
CT-001641,COMP-02,2025-10-02,inflow,Revenue/Collections,504983.72
CT-001642,COMP-02,2025-10-02,outflow,Payroll,231021.52
CT-001643,COMP-02,2025-10-03,inflow,Revenue/Collections,518922.86
CT-001644,COMP-02,2025-10-03,outflow,Operating Expenses,263829.7
CT-001645,COMP-02,2025-10-04,inflow,Revenue/Collections,173394.62
CT-001646,COMP-02,2025-10-04,outflow,Payroll,70874.79
CT-001647,COMP-02,2025-10-05,inflow,Revenue/Collections,246913.03
CT-001648,COMP-02,2025-10-05,outflow,Operating Expenses,78169.53
CT-001649,COMP-02,2025-10-06,inflow,Revenue/Collections,391776.9
CT-001650,COMP-02,2025-10-06,outflow,Payroll,305983.01
CT-001651,COMP-02,2025-10-07,inflow,Revenue/Collections,352133.04
CT-001652,COMP-02,2025-10-07,outflow,Vendor Payments,255878.52
CT-001653,COMP-02,2025-10-08,inflow,Revenue/Collections,368317.5
CT-001654,COMP-02,2025-10-08,outflow,Payroll,299775.8
CT-001655,COMP-02,2025-10-09,inflow,Revenue/Collections,371537.83
CT-001656,COMP-02,2025-10-09,outflow,Operating Expenses,269173.48
CT-001657,COMP-02,2025-10-10,inflow,Revenue/Collections,404994.09
CT-001658,COMP-02,2025-10-10,outflow,Payroll,295956.87
CT-001659,COMP-02,2025-10-11,inflow,Revenue/Collections,133582.27
CT-001660,COMP-02,2025-10-11,outflow,Vendor Payments,67473.13
CT-001661,COMP-02,2025-10-12,inflow,Revenue/Collections,134935.05
CT-001662,COMP-02,2025-10-12,outflow,Operating Expenses,56771.66
CT-001663,COMP-02,2025-10-13,inflow,Revenue/Collections,360967.45
CT-001664,COMP-02,2025-10-13,outflow,Operating Expenses,297146.03
CT-001665,COMP-02,2025-10-14,inflow,Revenue/Collections,354618.97
CT-001666,COMP-02,2025-10-14,outflow,Vendor Payments,256738.09
CT-001667,COMP-02,2025-10-15,inflow,Revenue/Collections,407272.84
CT-001668,COMP-02,2025-10-15,outflow,Operating Expenses,230332.55
CT-001669,COMP-02,2025-10-16,inflow,Revenue/Collections,398464.0
CT-001670,COMP-02,2025-10-16,outflow,Operating Expenses,231806.37
CT-001671,COMP-02,2025-10-17,inflow,Revenue/Collections,343632.28
CT-001672,COMP-02,2025-10-17,outflow,Vendor Payments,260090.82
CT-001673,COMP-02,2025-10-18,inflow,Revenue/Collections,115139.4
CT-001674,COMP-02,2025-10-18,outflow,Operating Expenses,53985.03
CT-001675,COMP-02,2025-10-19,inflow,Revenue/Collections,112319.95
CT-001676,COMP-02,2025-10-19,outflow,Payroll,111983.79
CT-001677,COMP-02,2025-10-20,inflow,Revenue/Collections,355467.79
CT-001678,COMP-02,2025-10-20,outflow,Payroll,238219.49
CT-001679,COMP-02,2025-10-21,inflow,Revenue/Collections,405410.99
CT-001680,COMP-02,2025-10-21,outflow,Vendor Payments,238873.73
CT-001681,COMP-02,2025-10-22,inflow,Revenue/Collections,384641.09
CT-001682,COMP-02,2025-10-22,outflow,Payroll,239028.59
CT-001683,COMP-02,2025-10-23,inflow,Revenue/Collections,383098.9
CT-001684,COMP-02,2025-10-23,outflow,Operating Expenses,291121.56
CT-001685,COMP-02,2025-10-24,inflow,Revenue/Collections,377231.76
CT-001686,COMP-02,2025-10-24,outflow,Operating Expenses,308040.8
CT-001687,COMP-02,2025-10-25,inflow,Revenue/Collections,141002.36
CT-001688,COMP-02,2025-10-25,outflow,Operating Expenses,71016.89
CT-001689,COMP-02,2025-10-26,inflow,Revenue/Collections,144930.18
CT-001690,COMP-02,2025-10-26,outflow,Payroll,168866.38
CT-001691,COMP-02,2025-10-27,inflow,Revenue/Collections,369469.35
CT-001692,COMP-02,2025-10-27,outflow,Payroll,441884.9
CT-001693,COMP-02,2025-10-28,inflow,Revenue/Collections,366314.68
CT-001694,COMP-02,2025-10-28,outflow,Vendor Payments,427633.52
CT-001695,COMP-02,2025-10-29,inflow,Revenue/Collections,379218.84
CT-001696,COMP-02,2025-10-29,outflow,Vendor Payments,545644.48
CT-001697,COMP-02,2025-10-30,inflow,Revenue/Collections,393453.22
CT-001698,COMP-02,2025-10-30,outflow,Operating Expenses,455763.06
CT-001699,COMP-02,2025-10-31,inflow,Revenue/Collections,362562.06
CT-001700,COMP-02,2025-10-31,outflow,Vendor Payments,439779.55
CT-001701,COMP-02,2025-11-01,inflow,Revenue/Collections,153694.29
CT-001702,COMP-02,2025-11-01,outflow,Vendor Payments,81236.93
CT-001703,COMP-02,2025-11-02,inflow,Revenue/Collections,161576.92
CT-001704,COMP-02,2025-11-02,outflow,Payroll,64016.28
CT-001705,COMP-02,2025-11-03,inflow,Revenue/Collections,469202.17
CT-001706,COMP-02,2025-11-03,outflow,Operating Expenses,241308.93
CT-001707,COMP-02,2025-11-04,inflow,Revenue/Collections,404520.46
CT-001708,COMP-02,2025-11-04,outflow,Operating Expenses,233807.05
CT-001709,COMP-02,2025-11-05,inflow,Revenue/Collections,491105.13
CT-001710,COMP-02,2025-11-05,outflow,Vendor Payments,233691.77
CT-001711,COMP-02,2025-11-06,inflow,Revenue/Collections,401231.69
CT-001712,COMP-02,2025-11-06,outflow,Operating Expenses,303388.74
CT-001713,COMP-02,2025-11-07,inflow,Revenue/Collections,382798.33
CT-001714,COMP-02,2025-11-07,outflow,Payroll,259382.38
CT-001715,COMP-02,2025-11-08,inflow,Revenue/Collections,154243.91
CT-001716,COMP-02,2025-11-08,outflow,Vendor Payments,94871.34
CT-001717,COMP-02,2025-11-09,inflow,Revenue/Collections,159518.43
CT-001718,COMP-02,2025-11-09,outflow,Vendor Payments,69834.91
CT-001719,COMP-02,2025-11-10,inflow,Revenue/Collections,363108.8
CT-001720,COMP-02,2025-11-10,outflow,Operating Expenses,253236.96
CT-001721,COMP-02,2025-11-11,inflow,Revenue/Collections,409199.54
CT-001722,COMP-02,2025-11-11,outflow,Payroll,274609.99
CT-001723,COMP-02,2025-11-12,inflow,Revenue/Collections,377796.15
CT-001724,COMP-02,2025-11-12,outflow,Vendor Payments,243437.36
CT-001725,COMP-02,2025-11-13,inflow,Revenue/Collections,368691.53
CT-001726,COMP-02,2025-11-13,outflow,Payroll,265362.36
CT-001727,COMP-02,2025-11-14,inflow,Revenue/Collections,370284.1
CT-001728,COMP-02,2025-11-14,outflow,Payroll,300577.88
CT-001729,COMP-02,2025-11-15,inflow,Revenue/Collections,150121.61
CT-001730,COMP-02,2025-11-15,outflow,Payroll,113526.71
CT-001731,COMP-02,2025-11-16,inflow,Revenue/Collections,171427.8
CT-001732,COMP-02,2025-11-16,outflow,Vendor Payments,106910.72
CT-001733,COMP-02,2025-11-17,inflow,Revenue/Collections,414324.81
CT-001734,COMP-02,2025-11-17,outflow,Operating Expenses,242366.1
CT-001735,COMP-02,2025-11-18,inflow,Revenue/Collections,377331.21
CT-001736,COMP-02,2025-11-18,outflow,Vendor Payments,237584.61
CT-001737,COMP-02,2025-11-19,inflow,Revenue/Collections,396274.57
CT-001738,COMP-02,2025-11-19,outflow,Payroll,263762.9
CT-001739,COMP-02,2025-11-20,inflow,Revenue/Collections,370175.63
CT-001740,COMP-02,2025-11-20,outflow,Vendor Payments,247150.48
CT-001741,COMP-02,2025-11-21,inflow,Revenue/Collections,346241.6
CT-001742,COMP-02,2025-11-21,outflow,Operating Expenses,259531.82
CT-001743,COMP-02,2025-11-22,inflow,Revenue/Collections,195892.64
CT-001744,COMP-02,2025-11-22,outflow,Payroll,75330.94
CT-001745,COMP-02,2025-11-23,inflow,Revenue/Collections,156131.1
CT-001746,COMP-02,2025-11-23,outflow,Vendor Payments,97776.65
CT-001747,COMP-02,2025-11-24,inflow,Revenue/Collections,379981.23
CT-001748,COMP-02,2025-11-24,outflow,Vendor Payments,243920.72
CT-001749,COMP-02,2025-11-25,inflow,Revenue/Collections,366584.96
CT-001750,COMP-02,2025-11-25,outflow,Vendor Payments,318228.93
CT-001751,COMP-02,2025-11-26,inflow,Revenue/Collections,362414.21
CT-001752,COMP-02,2025-11-26,outflow,Payroll,510338.91
CT-001753,COMP-02,2025-11-27,inflow,Revenue/Collections,368690.29
CT-001754,COMP-02,2025-11-27,outflow,Payroll,495895.95
CT-001755,COMP-02,2025-11-28,inflow,Revenue/Collections,398496.42
CT-001756,COMP-02,2025-11-28,outflow,Vendor Payments,509925.01
CT-001757,COMP-02,2025-11-29,inflow,Revenue/Collections,144800.71
CT-001758,COMP-02,2025-11-29,outflow,Vendor Payments,101900.64
CT-001759,COMP-02,2025-11-30,inflow,Revenue/Collections,152251.01
CT-001760,COMP-02,2025-11-30,outflow,Operating Expenses,121500.15
CT-001761,COMP-02,2025-12-01,inflow,Revenue/Collections,461566.76
CT-001762,COMP-02,2025-12-01,outflow,Vendor Payments,266762.23
CT-001763,COMP-02,2025-12-02,inflow,Revenue/Collections,422256.85
CT-001764,COMP-02,2025-12-02,outflow,Operating Expenses,301262.89
CT-001765,COMP-02,2025-12-03,inflow,Revenue/Collections,464018.62
CT-001766,COMP-02,2025-12-03,outflow,Operating Expenses,296204.58
CT-001767,COMP-02,2025-12-04,inflow,Revenue/Collections,445553.04
CT-001768,COMP-02,2025-12-04,outflow,Vendor Payments,271164.69
CT-001769,COMP-02,2025-12-05,inflow,Revenue/Collections,431612.06
CT-001770,COMP-02,2025-12-05,outflow,Operating Expenses,273147.78
CT-001771,COMP-02,2025-12-06,inflow,Revenue/Collections,117386.3
CT-001772,COMP-02,2025-12-06,outflow,Payroll,73674.79
CT-001773,COMP-02,2025-12-07,inflow,Revenue/Collections,160842.67
CT-001774,COMP-02,2025-12-07,outflow,Payroll,124342.06
CT-001775,COMP-02,2025-12-08,inflow,Revenue/Collections,402948.93
CT-001776,COMP-02,2025-12-08,outflow,Payroll,243917.16
CT-001777,COMP-02,2025-12-09,inflow,Revenue/Collections,376845.89
CT-001778,COMP-02,2025-12-09,outflow,Operating Expenses,242250.85
CT-001779,COMP-02,2025-12-10,inflow,Revenue/Collections,367445.79
CT-001780,COMP-02,2025-12-10,outflow,Operating Expenses,307257.46
CT-001781,COMP-02,2025-12-11,inflow,Revenue/Collections,358125.9
CT-001782,COMP-02,2025-12-11,outflow,Payroll,249172.61
CT-001783,COMP-02,2025-12-12,inflow,Revenue/Collections,364771.13
CT-001784,COMP-02,2025-12-12,outflow,Payroll,299651.03
CT-001785,COMP-02,2025-12-13,inflow,Revenue/Collections,159524.15
CT-001786,COMP-02,2025-12-13,outflow,Operating Expenses,65028.06
CT-001787,COMP-02,2025-12-14,inflow,Revenue/Collections,145829.9
CT-001788,COMP-02,2025-12-14,outflow,Vendor Payments,86971.72
CT-001789,COMP-02,2025-12-15,inflow,Revenue/Collections,409732.61
CT-001790,COMP-02,2025-12-15,outflow,Vendor Payments,271655.85
CT-001791,COMP-02,2025-12-16,inflow,Revenue/Collections,375810.49
CT-001792,COMP-02,2025-12-16,outflow,Operating Expenses,299761.55
CT-001793,COMP-02,2025-12-17,inflow,Revenue/Collections,411749.77
CT-001794,COMP-02,2025-12-17,outflow,Vendor Payments,306135.77
CT-001795,COMP-02,2025-12-18,inflow,Revenue/Collections,385866.5
CT-001796,COMP-02,2025-12-18,outflow,Vendor Payments,243725.74
CT-001797,COMP-02,2025-12-19,inflow,Revenue/Collections,382301.79
CT-001798,COMP-02,2025-12-19,outflow,Vendor Payments,297562.88
CT-001799,COMP-02,2025-12-20,inflow,Revenue/Collections,143745.7
CT-001800,COMP-02,2025-12-20,outflow,Vendor Payments,102856.33
CT-001801,COMP-02,2025-12-21,inflow,Revenue/Collections,129261.26
CT-001802,COMP-02,2025-12-21,outflow,Vendor Payments,75681.12
CT-001803,COMP-02,2025-12-22,inflow,Revenue/Collections,382016.17
CT-001804,COMP-02,2025-12-22,outflow,Vendor Payments,242930.34
CT-001805,COMP-02,2025-12-23,inflow,Revenue/Collections,403959.32
CT-001806,COMP-02,2025-12-23,outflow,Vendor Payments,265228.98
CT-001807,COMP-02,2025-12-24,inflow,Revenue/Collections,373680.84
CT-001808,COMP-02,2025-12-24,outflow,Payroll,263957.2
CT-001809,COMP-02,2025-12-25,inflow,Revenue/Collections,411694.79
CT-001810,COMP-02,2025-12-25,outflow,Payroll,277809.52
CT-001811,COMP-02,2025-12-26,inflow,Revenue/Collections,367153.71
CT-001812,COMP-02,2025-12-26,outflow,Operating Expenses,500419.89
CT-001813,COMP-02,2025-12-27,inflow,Revenue/Collections,181296.76
CT-001814,COMP-02,2025-12-27,outflow,Operating Expenses,114790.28
CT-001815,COMP-02,2025-12-28,inflow,Revenue/Collections,182787.33
CT-001816,COMP-02,2025-12-28,outflow,Operating Expenses,159459.39
CT-001817,COMP-02,2025-12-29,inflow,Revenue/Collections,385533.04
CT-001818,COMP-02,2025-12-29,outflow,Payroll,520647.19
CT-001819,COMP-02,2025-12-30,inflow,Revenue/Collections,358354.9
CT-001820,COMP-02,2025-12-30,outflow,Operating Expenses,414935.35
CT-001821,COMP-02,2025-12-31,inflow,Revenue/Collections,410711.46
